"","crash_number","date_time","year","day_of_week","object_1","object_2","street_name","location","Longitude","Latitude","weather","hospitals","gender","month","month_name","day","Weekday","dow","Week","Season"
"1141",1600000444,2016-04-21,2016,"Thursday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","MUSEUM ST","MUSEUM ST",-71.110452,42.3564,"clear","7","Female",4,"Apr",21,"Thursday",5,16,"Spring"
"1142",1600000450,2016-04-21,2016,"Thursday","PASSENGER CAR","PASSENGER CAR","WHITE ST","WHITE ST",-71.110452,42.3564,"SUNNY","7","Male",4,"Apr",21,"Thursday",5,16,"Spring"
"1143",1600000453,2016-04-22,2016,"Friday","UNKNOWN HEAVY TRUCK","PASSENGER CAR","BOW ST","BOW ST",-71.110452,42.3564,"SUNNY","7","Male",4,"Apr",22,"Friday",6,17,"Spring"
"1144",1600000459,2016-04-23,2016,"Saturday","PASSENGER CAR","","ALEWIFE BROOK PARKWAY","160 ALEWIFE BROOK PARKWAY",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Male",4,"Apr",23,"Saturday",7,17,"Spring"
"1145",1600000466,2016-04-26,2016,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","BROADWAY",-71.110452,42.3564,"SUNNY","7","Male",4,"Apr",26,"Tuesday",3,17,"Spring"
"1146",1600000471,2016-04-26,2016,"Tuesday","PASSENGER CAR","BUS SEATS MORE THAN 15 PEOPLE","PLEASANT STREET","PLEASANT STREET",-71.110452,42.3564,"SUNNY","7","Male",4,"Apr",26,"Tuesday",3,17,"Spring"
"1147",1600000482,2016-04-28,2016,"Thursday","PASSENGER CAR","","WHITE ST","WHITE ST",-71.110452,42.3564,"clear","7","Female",4,"Apr",28,"Thursday",5,17,"Spring"
"1148",1600000587,2016-04-28,2016,"Thursday","PASSENGER CAR","PASSENGER CAR","MONTAGUE ST","25 MONTAGUE ST",-71.110452,42.3564,"cloudy","7","Female",4,"Apr",28,"Thursday",5,17,"Spring"
"1149",1600000480,2016-04-28,2016,"Thursday","PASSENGER CAR","","CAMBRIDGE STREET","CAMBRIDGE STREET",-71.110452,42.3564,"clear","7","Male",4,"Apr",28,"Thursday",5,17,"Spring"
"1150",1600000487,2016-04-29,2016,"Friday","","","","",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Male",4,"Apr",29,"Friday",6,18,"Spring"
"1151",1600000488,2016-04-29,2016,"Friday","PASSENGER CAR","PASSENGER CAR","MASSACHUSETTS AVE","MASSACHUSETTS AVE",-71.110452,42.3564,"snow","7","Female",4,"Apr",29,"Friday",6,18,"Spring"
"1152",1600000491,2016-04-30,2016,"Saturday","PASSENGER CAR","PASSENGER CAR","MT AUBURN ST","626 MT AUBURN ST",-71.110452,42.3564,"clear","7","Male",4,"Apr",30,"Saturday",7,18,"Spring"
"1153",1600000493,2016-04-30,2016,"Saturday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","CAMBRIDGE ST.","CAMBRIDGE ST.",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","6","Male",4,"Apr",30,"Saturday",7,18,"Spring"
"1154",1600000497,2016-05-01,2016,"Sunday","PASSENGER CAR","","MASSACHUSETTS AVENUE","MASSACHUSETTS AVENUE",-71.110452,42.3564,"clear","7","Female",5,"May",1,"Sunday",1,18,"Spring"
"1155",1600000498,2016-05-02,2016,"Monday","","","","",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Male",5,"May",2,"Monday",2,18,"Spring"
"1156",1600000504,2016-05-02,2016,"Monday","PASSENGER CAR","PASSENGER CAR","PLEASANT ST EXT","278 PLEASANT ST EXT",-71.110452,42.3564,"clear","7","Female",5,"May",2,"Monday",2,18,"Spring"
"1157",1600000508,2016-05-02,2016,"Monday","PASSENGER CAR","PASSENGER CAR","MASSACHUSETTS AVE","MASSACHUSETTS AVE",-71.110452,42.3564,"cloudy","7","Female",5,"May",2,"Monday",2,18,"Spring"
"1158",1600000514,2016-05-04,2016,"Wednesday","PASSENGER CAR","","HURON AV","",-71.110452,42.3564,"cloudy","7","Male",5,"May",4,"Wednesday",4,18,"Spring"
"1159",1600000516,2016-05-05,2016,"Thursday","BUS SEATS MORE THAN 15 PEOPLE","PASSENGER CAR","BENT ST","BENT ST",-71.110452,42.3564,"SUNNY","7","Male",5,"May",5,"Thursday",5,18,"Spring"
"1160",1600000519,2016-05-06,2016,"Friday","PASSENGER CAR","PASSENGER CAR","WEBSTER AVE","WEBSTER AVE & CAMBRIDGE STREET",-71.110452,42.3564,"cloudy","7","Female",5,"May",6,"Friday",6,19,"Spring"
"1161",1600000529,2016-05-06,2016,"Friday","","","","",-71.110452,42.3564,"cloudy","7","Male",5,"May",6,"Friday",6,19,"Spring"
"1162",1600000530,2016-05-06,2016,"Friday","PASSENGER CAR","","MASS. AVE BY CAMRON","MASS. AVE BY CAMRON",-71.110452,42.3564,"SUNNY","7","Female",5,"May",6,"Friday",6,19,"Spring"
"1163",1600000531,2016-05-06,2016,"Friday","","","","",-71.110452,42.3564,"SUNNY","7","Male",5,"May",6,"Friday",6,19,"Spring"
"1164",1600000548,2016-05-11,2016,"Wednesday","PASSENGER CAR","","BRATTLE STREET","BRATTLE STREET",-71.110452,42.3564,"SUNNY","7","Male",5,"May",11,"Wednesday",4,19,"Spring"
"1165",1600000557,2016-05-13,2016,"Friday","PASSENGER CAR","","MAIN STREET( NORTH BLDG. SIDE)","610 MAIN STREET( NORTH BLDG. SIDE)",-71.110452,42.3564,"cloudy","7","Male",5,"May",13,"Friday",6,20,"Spring"
"1166",1600000572,2016-05-17,2016,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","ALEWIFE GARAGE","ALEWIFE GARAGE & CAMBRIDGE PARK PL",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Male",5,"May",17,"Tuesday",3,20,"Spring"
"1167",1600000579,2016-05-18,2016,"Wednesday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","BRATTLE","BRATTLE",-71.110452,42.3564,"cloudy","7","Female",5,"May",18,"Wednesday",4,20,"Spring"
"1168",1600000581,2016-05-18,2016,"Wednesday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","MASSACHUSETTS AVE","MASSACHUSETTS AVE",-71.110452,42.3564,"snow","7","Female",5,"May",18,"Wednesday",4,20,"Spring"
"1169",1600000583,2016-05-19,2016,"Thursday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","FULKERSON STREET","FULKERSON STREET",-71.110452,42.3564,"cloudy","7","Male",5,"May",19,"Thursday",5,20,"Spring"
"1170",1600000584,2016-05-19,2016,"Thursday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","BROADWAY","150 BROADWAY",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Male",5,"May",19,"Thursday",5,20,"Spring"
"1171",1600000589,2016-05-19,2016,"Thursday","BUS SEATS 7 - 15 PEOPLE","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","MASS. AVE.","MASS. AVE.",-71.110452,42.3564,"SUNNY","7","Male",5,"May",19,"Thursday",5,20,"Spring"
"1172",1600000601,2016-05-19,2016,"Thursday","PASSENGER CAR","PASSENGER CAR","WINDSOR ST","WINDSOR ST",-71.110452,42.3564,"clear","7","Female",5,"May",19,"Thursday",5,20,"Spring"
"1173",1600000592,2016-05-20,2016,"Friday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","MT. AUBURN STREET(OPP.)","699 MT. AUBURN STREET(OPP.)",-71.110452,42.3564,"clear","7","Female",5,"May",20,"Friday",6,21,"Spring"
"1174",1600000603,2016-05-21,2016,"Saturday","PASSENGER CAR","","BRATTLE STREET","BRATTLE STREET",-71.110452,42.3564,"cloudy","7","Male",5,"May",21,"Saturday",7,21,"Spring"
"1175",1600000597,2016-05-21,2016,"Saturday","PASSENGER CAR","PASSENGER CAR","CHILTON STREET","CHILTON STREET",-71.110452,42.3564,"clear","7","Male",5,"May",21,"Saturday",7,21,"Spring"
"1176",1600000615,2016-05-21,2016,"Saturday","PASSENGER CAR","","RINDGE AVE PARKING LOT","402 RINDGE AVE PARKING LOT",-71.110452,42.3564,"SUNNY","7","Female",5,"May",21,"Saturday",7,21,"Spring"
"1177",1600000598,2016-05-21,2016,"Saturday","PASSENGER CAR","","MASSACHUSETTS AVE","MASSACHUSETTS AVE",-71.110452,42.3564,"rain","7","Male",5,"May",21,"Saturday",7,21,"Spring"
"1178",1600000607,2016-05-24,2016,"Tuesday","PASSENGER CAR","","RIVER STREET","RIVER STREET",-71.110452,42.3564,"cloudy","7","Male",5,"May",24,"Tuesday",3,21,"Spring"
"1179",1600000610,2016-05-25,2016,"Wednesday","BUS SEATS MORE THAN 15 PEOPLE","","AMES ST","AMES ST",-71.110452,42.3564,"rain","7","Female",5,"May",25,"Wednesday",4,21,"Spring"
"1180",1600000611,2016-05-25,2016,"Wednesday","PASSENGER CAR","","MASSACHUSETTS AVENUE","MASSACHUSETTS AVENUE",-71.110452,42.3564,"cloudy","7","Female",5,"May",25,"Wednesday",4,21,"Spring"
"1181",1600000722,2016-05-25,2016,"Wednesday","PASSENGER CAR","PASSENGER CAR","CAMBRIDGEPARK DRIVE","CAMBRIDGEPARK DRIVE",-71.110452,42.3564,"cloudy","7","Female",5,"May",25,"Wednesday",4,21,"Spring"
"1182",1600000613,2016-05-25,2016,"Wednesday","PASSENGER CAR","","MNSGR O'BRIEN HWY","169 MNSGR O'BRIEN HWY",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Male",5,"May",25,"Wednesday",4,21,"Spring"
"1183",1600000614,2016-05-25,2016,"Wednesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","PROSPECT STREET","PROSPECT STREET",-71.110452,42.3564,"SUNNY","7","Female",5,"May",25,"Wednesday",4,21,"Spring"
"1184",1600000616,2016-05-25,2016,"Wednesday","PASSENGER CAR","PASSENGER CAR","MASS AVVE","MASS AVVE & ALBANY ST",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Female",5,"May",25,"Wednesday",4,21,"Spring"
"1185",1600000620,2016-05-26,2016,"Thursday","SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)","PASSENGER CAR","MADISON STREET","MADISON STREET",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Male",5,"May",26,"Thursday",5,21,"Spring"
"1186",1600000623,2016-05-26,2016,"Thursday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","BROOKLINE STREET","BROOKLINE STREET",-71.110452,42.3564,"cloudy","7","Female",5,"May",26,"Thursday",5,21,"Spring"
"1187",1600000624,2016-05-26,2016,"Thursday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","KIRKLAND ST","KIRKLAND ST",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Female",5,"May",26,"Thursday",5,21,"Spring"
"1188",1600000626,2016-05-26,2016,"Thursday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","WESTERN AVE","WESTERN AVE",-71.110452,42.3564,"clear","7","Male",5,"May",26,"Thursday",5,21,"Spring"
"1189",1600000631,2016-05-27,2016,"Friday","PASSENGER CAR","PASSENGER CAR","NEW ST","NEW ST",-71.110452,42.3564,"snow","7","Male",5,"May",27,"Friday",6,22,"Spring"
"1190",1600000632,2016-05-28,2016,"Saturday","PASSENGER CAR","PASSENGER CAR","FIRST ST","FIRST ST & O'BRIEN HWY",-71.110452,42.3564,"clear","7","Female",5,"May",28,"Saturday",7,22,"Spring"
"1191",1600000644,2016-05-31,2016,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","BINNEY ST","BINNEY ST",-71.110452,42.3564,"snow","7","Male",5,"May",31,"Tuesday",3,22,"Spring"
"1192",1600000645,2016-05-31,2016,"Tuesday","PASSENGER CAR","MOTORCYCLE","CAMBRIDGE ST","CAMBRIDGE ST",-71.110452,42.3564,"snow","6","Male",5,"May",31,"Tuesday",3,22,"Spring"
"1193",1600000647,2016-05-31,2016,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","MASSACHUSETTS AVE","MASSACHUSETTS AVE",-71.110452,42.3564,"SUNNY","7","Male",5,"May",31,"Tuesday",3,22,"Spring"
"1194",1600000648,2016-05-31,2016,"Tuesday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","MASSACHUSETTS AVE","MASSACHUSETTS AVE",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Female",5,"May",31,"Tuesday",3,22,"Spring"
"1195",1600000654,2016-06-01,2016,"Wednesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","MOTORCYCLE","GREEN ST","GREEN ST",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Female",6,"Jun",1,"Wednesday",4,22,"Summer"
"1196",1600000674,2016-06-01,2016,"Wednesday","PASSENGER CAR","PASSENGER CAR","FIRST ST.","FIRST ST.",-71.110452,42.3564,"snow","7","Male",6,"Jun",1,"Wednesday",4,22,"Summer"
"1197",1600000659,2016-06-02,2016,"Thursday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","WINDSOR STREET","WINDSOR STREET",-71.110452,42.3564,"snow","7","Female",6,"Jun",2,"Thursday",5,22,"Summer"
"1198",1600000662,2016-06-02,2016,"Thursday","PASSENGER CAR","","FRESH POND MALL","FRESH POND MALL",-71.110452,42.3564,"snow","7","Male",6,"Jun",2,"Thursday",5,22,"Summer"
"1199",1600000664,2016-06-03,2016,"Friday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","CHANNING STREET","CHANNING STREET",-71.110452,42.3564,"snow","7","Male",6,"Jun",3,"Friday",6,23,"Summer"
"1200",1600000672,2016-06-05,2016,"Sunday","PASSENGER CAR","","GOLD STAR RD","GOLD STAR RD",-71.110452,42.3564,"SUNNY","7","Female",6,"Jun",5,"Sunday",1,23,"Summer"
"1201",1600000678,2016-06-06,2016,"Monday","PASSENGER CAR","PASSENGER CAR","TOW LOT OFF MOONEY ST","TOW LOT OFF MOONEY ST",-71.110452,42.3564,"cloudy","7","Male",6,"Jun",6,"Monday",2,23,"Summer"
"1202",1600000684,2016-06-07,2016,"Tuesday","","","","",-71.110452,42.3564,"snow","7","Female",6,"Jun",7,"Tuesday",3,23,"Summer"
"1203",1600000695,2016-06-08,2016,"Wednesday","PASSENGER CAR","","WINDSOR ST","WINDSOR ST",-71.110452,42.3564,"cloudy","7","Female",6,"Jun",8,"Wednesday",4,23,"Summer"
"1204",1600000696,2016-06-09,2016,"Thursday","PASSENGER CAR","PASSENGER CAR","MASS AVE","MASS AVE",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Female",6,"Jun",9,"Thursday",5,23,"Summer"
"1205",1600000698,2016-06-09,2016,"Thursday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","GREEN ST","GREEN ST",-71.110452,42.3564,"cloudy","7","Male",6,"Jun",9,"Thursday",5,23,"Summer"
"1206",1600000701,2016-06-09,2016,"Thursday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","","BROADWAY STREET",-71.110452,42.3564,"cloudy","7","Female",6,"Jun",9,"Thursday",5,23,"Summer"
"1207",1600000707,2016-06-10,2016,"Friday","PASSENGER CAR","PASSENGER CAR","MASSACHUSETTS AVE","MASSACHUSETTS AVE",-71.110452,42.3564,"snow","7","Male",6,"Jun",10,"Friday",6,24,"Summer"
"1208",1600000709,2016-06-12,2016,"Sunday","PASSENGER CAR","PASSENGER CAR","WINDSOR STREET","WINDSOR STREET & 181 MASS AVE",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Male",6,"Jun",12,"Sunday",1,24,"Summer"
"1209",1600000713,2016-06-13,2016,"Monday","PASSENGER CAR","PASSENGER CAR","RIVER STREET","RIVER STREET",-71.110452,42.3564,"clear","7","Male",6,"Jun",13,"Monday",2,24,"Summer"
"1210",1600000715,2016-06-13,2016,"Monday","PASSENGER CAR","","LANDSDOWNE ST","LANDSDOWNE ST",-71.110452,42.3564,"rain","7","Female",6,"Jun",13,"Monday",2,24,"Summer"
"1211",1600000716,2016-06-13,2016,"Monday","PASSENGER CAR","","BRATTLE STREET","BRATTLE STREET",-71.110452,42.3564,"cloudy","7","Female",6,"Jun",13,"Monday",2,24,"Summer"
"1212",1600000717,2016-06-13,2016,"Monday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","MASSACHUSETTS AVE","MASSACHUSETTS AVE",-71.110452,42.3564,"SUNNY","7","Female",6,"Jun",13,"Monday",2,24,"Summer"
"1213",1600000725,2016-06-14,2016,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","CHESTNUT ST","CHESTNUT ST",-71.110452,42.3564,"cloudy","7","Male",6,"Jun",14,"Tuesday",3,24,"Summer"
"1214",1600000721,2016-06-14,2016,"Tuesday","PASSENGER CAR","","JFK ST","JFK ST",-71.110452,42.3564,"SUNNY","7","Female",6,"Jun",14,"Tuesday",3,24,"Summer"
"1215",1600000732,2016-06-15,2016,"Wednesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","MASSACHUSETTS AVE","MASSACHUSETTS AVE",-71.110452,42.3564,"SUNNY","7","Male",6,"Jun",15,"Wednesday",4,24,"Summer"
"1216",1600000734,2016-06-16,2016,"Thursday","","","CHARLES ST","CHARLES ST",-71.110452,42.3564,"cloudy","7","Female",6,"Jun",16,"Thursday",5,24,"Summer"
"1217",1600000747,2016-06-19,2016,"Sunday","PASSENGER CAR","","SECOND ST.","50 SECOND ST.",-71.110452,42.3564,"SUNNY","7","Female",6,"Jun",19,"Sunday",1,25,"Summer"
"1218",1600000749,2016-06-20,2016,"Monday","PASSENGER CAR","PASSENGER CAR","GARFIELD ST","GARFIELD ST",-71.110452,42.3564,"cloudy","7","Male",6,"Jun",20,"Monday",2,25,"Summer"
"1219",1600000751,2016-06-20,2016,"Monday","PASSENGER CAR","","KENDALL SQ","1 KENDALL SQ",-71.110452,42.3564,"rain","7","Male",6,"Jun",20,"Monday",2,25,"Summer"
"1220",1600000754,2016-06-21,2016,"Tuesday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","CONCORD AVE","CONCORD AVE",-71.110452,42.3564,"SUNNY","7","Male",6,"Jun",21,"Tuesday",3,25,"Summer"
"1221",1600000755,2016-06-21,2016,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","CHARLES ST","33 CHARLES ST",-71.110452,42.3564,"SUNNY","7","Female",6,"Jun",21,"Tuesday",3,25,"Summer"
"1222",1600000759,2016-06-21,2016,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","SIDNEY STREET (PARKING GARAGE)","20 SIDNEY STREET (PARKING GARAGE)",-71.110452,42.3564,"SUNNY","7","Female",6,"Jun",21,"Tuesday",3,25,"Summer"
"1223",1600000764,2016-06-22,2016,"Wednesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","BINNEY ST","320 BINNEY ST",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Male",6,"Jun",22,"Wednesday",4,25,"Summer"
"1224",1600000765,2016-06-22,2016,"Wednesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","LAWN ST (OPP)","54 LAWN ST (OPP)",-71.110452,42.3564,"SUNNY","7","Male",6,"Jun",22,"Wednesday",4,25,"Summer"
"1225",1600000767,2016-06-22,2016,"Wednesday","PASSENGER CAR","","FAIRMONT STREET","61 FAIRMONT STREET",-71.110452,42.3564,"snow","7","Female",6,"Jun",22,"Wednesday",4,25,"Summer"
"1226",1600000769,2016-06-23,2016,"Thursday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","CAMBRIDGE ST","CAMBRIDGE ST",-71.110452,42.3564,"SUNNY","6","Male",6,"Jun",23,"Thursday",5,25,"Summer"
"1227",1600000774,2016-06-23,2016,"Thursday","PASSENGER CAR","","BROADWAY","BROADWAY & GALILLEO",-71.110452,42.3564,"snow","7","Male",6,"Jun",23,"Thursday",5,25,"Summer"
"1228",1600000777,2016-06-24,2016,"Friday","SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)","","MAIN STREET","MAIN STREET",-71.110452,42.3564,"clear","7","Female",6,"Jun",24,"Friday",6,26,"Summer"
"1229",1600000782,2016-06-25,2016,"Saturday","PASSENGER CAR","","MT AUBURN","MT AUBURN",-71.110452,42.3564,"cloudy","7","Male",6,"Jun",25,"Saturday",7,26,"Summer"
"1230",1600000785,2016-06-26,2016,"Sunday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","ALEWIFE BK PY","211 ALEWIFE BK PY",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Female",6,"Jun",26,"Sunday",1,26,"Summer"
"1231",1600000791,2016-06-26,2016,"Sunday","","","","",-71.110452,42.3564,"cloudy","7","Female",6,"Jun",26,"Sunday",1,26,"Summer"
"1232",1600000793,2016-06-26,2016,"Sunday","PASSENGER CAR","","CAMBRIDGESIDE GALLERIA","100 CAMBRIDGESIDE GALLERIA",-71.110452,42.3564,"rain","7","Female",6,"Jun",26,"Sunday",1,26,"Summer"
"1233",1600000797,2016-06-27,2016,"Monday","PASSENGER CAR","OTHER","WARREN STREET","WARREN STREET",-71.110452,42.3564,"rain","4","Male",6,"Jun",27,"Monday",2,26,"Summer"
"1234",1600000803,2016-06-28,2016,"Tuesday","PASSENGER CAR","PASSENGER CAR","KENDALL SQUARE COMPLEX #1900","1 KENDALL SQUARE COMPLEX #1900",-71.110452,42.3564,"SUNNY","7","Female",6,"Jun",28,"Tuesday",3,26,"Summer"
"1235",1600000805,2016-06-29,2016,"Wednesday","PASSENGER CAR","","","BRATTLE STREET",-71.110452,42.3564,"rain","7","Female",6,"Jun",29,"Wednesday",4,26,"Summer"
"1236",1600000815,2016-06-30,2016,"Thursday","PASSENGER CAR","PASSENGER CAR","MNSR O'BRIEN HIGHWAY","",-71.110452,42.3564,"sleet,hail,freezing rain or drizzle","7","Female",6,"Jun",30,"Thursday",5,26,"Summer"
"1237",23638,2010-01-01,2010,"Friday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave & Rindge Ave Cambridge, MA",-71.124874,42.392615,"sleet,hail,freezing rain or drizzle","7","Male",1,"Jan",1,"Friday",6,1,"Winter"
"1238",23639,2010-01-01,2010,"Friday","Taxi","Auto","Cambridge St"," Cambridge St & SCIARAPPA ST Cambridge, MA",-71.081493,42.371233,"SUNNY","6","Female",1,"Jan",1,"Friday",6,1,"Winter"
"1239",23640,2010-01-01,2010,"Friday","Auto","Parked Vehicle","Coolidge Ave","105 Coolidge Ave Cambridge, MA",-71.141391,42.368662,"cloudy","7","Male",1,"Jan",1,"Friday",6,1,"Winter"
"1240",23641,2010-01-01,2010,"Friday","Auto","Parked Vehicle","Western Ave"," Western Ave & HOWARD ST Cambridge, MA",-71.110774,42.364749,"SUNNY","7","Female",1,"Jan",1,"Friday",6,1,"Winter"
"1241",25270,2010-01-01,2010,"Saturday","Auto","Parked Vehicle","MAIN ST","350 MAIN ST Cambridge, MA",-71.087276,42.362388,"cloudy","7","Female",1,"Jan",1,"Friday",6,1,"Winter"
"1242",23642,2010-01-02,2010,"Saturday","Truck","Fixed Object","MAGAZINE ST"," MAGAZINE ST & PRINCE ST Cambridge, MA",-71.109809,42.36027,"rain","7","Female",1,"Jan",2,"Saturday",7,1,"Winter"
"1243",23643,2010-01-02,2010,"Saturday","Auto","Auto","River St"," River St & Putnam Ave Cambridge, MA",-71.113547,42.362257,"SUNNY","7","Female",1,"Jan",2,"Saturday",7,1,"Winter"
"1244",23644,2010-01-02,2010,"Saturday","Auto","Parked Vehicle","SHERMAN ST","91 SHERMAN ST Cambridge, MA",-71.132696,42.388515,"cloudy","7","Male",1,"Jan",2,"Saturday",7,1,"Winter"
"1245",23645,2010-01-03,2010,"Sunday","Auto","Auto","Clinton St","10 Clinton St Cambridge, MA",-71.1061,42.368201,"SUNNY","7","Female",1,"Jan",3,"Sunday",1,1,"Winter"
"1246",23654,2010-01-03,2010,"Sunday","Auto","Parked Vehicle","Belmont St","18 Belmont St Cambridge, MA",-71.151091,42.37483,"clear","7","Male",1,"Jan",3,"Sunday",1,1,"Winter"
"1247",23677,2010-01-03,2010,"Sunday","Auto","Parked Vehicle","Monsignor OBrien Hwy","169 Monsignor OBrien Hwy Cambridge, MA",-71.077769,42.371808,"SUNNY","7","Female",1,"Jan",3,"Sunday",1,1,"Winter"
"1248",23647,2010-01-04,2010,"Monday","Auto","Truck","Massachusetts Ave"," Massachusetts Ave & EVERETT ST Cambridge, MA",-71.119917,42.380006,"clear","7","Female",1,"Jan",4,"Monday",2,1,"Winter"
"1249",23650,2010-01-04,2010,"Monday","Auto","Auto","Rogers St"," Rogers St & FIRST ST Cambridge, MA",-71.078034,42.365878,"cloudy","7","Female",1,"Jan",4,"Monday",2,1,"Winter"
"1250",23651,2010-01-04,2010,"Monday","Auto","Parked Vehicle","Cambridge St","1575 Cambridge St Cambridge, MA",-71.107169,42.375042,"sleet,hail,freezing rain or drizzle","6","Female",1,"Jan",4,"Monday",2,1,"Winter"
"1251",23652,2010-01-04,2010,"Monday","Auto","Auto","Massachusetts Ave","2360 Massachusetts Ave Cambridge, MA",-71.129259,42.396307,"cloudy","7","Male",1,"Jan",4,"Monday",2,1,"Winter"
"1252",23653,2010-01-04,2010,"Monday","Auto","Parked Vehicle","HENRY ST"," HENRY ST & PEARL ST Cambridge, MA",-71.111153,42.356804,"sleet,hail,freezing rain or drizzle","7","Male",1,"Jan",4,"Monday",2,1,"Winter"
"1253",23655,2010-01-05,2010,"Tuesday","Auto","Auto","Hampshire St"," Hampshire St & ELM ST Cambridge, MA",-71.096879,42.37048,"rain","7","Female",1,"Jan",5,"Tuesday",3,1,"Winter"
"1254",23659,2010-01-06,2010,"Wednesday","Auto","Parked Vehicle","MEAD ST","16 MEAD ST Cambridge, MA",-71.125087,42.38989,"rain","7","Female",1,"Jan",6,"Wednesday",4,1,"Winter"
"1255",23657,2010-01-07,2010,"Thursday","Auto","Parked Vehicle","GRANITE ST","40 GRANITE ST Cambridge, MA",-71.111003,42.355031,"cloudy","7","Female",1,"Jan",7,"Thursday",5,1,"Winter"
