"","crash_number","date_time","year","day_of_week","object_1","object_2","street_name","location","Longitude","Latitude","weather","hospitals","gender","month","month_name","day","Weekday","dow","Week","Season"
"7786",32319,2014-06-19,2014,"Thursday","Auto","Auto","Third St","Third St & HURLEY ST Cambridge, MA",-71.080574,42.3683014,"SUNNY","7","Male",6,"Jun",19,"Thursday",5,25,"Summer"
"7787",32320,2014-06-19,2014,"Thursday","Auto","Auto","Windsor St","Windsor St & MAIN ST Cambridge, MA",-71.0967026,42.3632088,"SUNNY","7","Male",6,"Jun",19,"Thursday",5,25,"Summer"
"7788",32321,2014-06-19,2014,"Thursday","Auto","Auto","OXFORD AVE","OXFORD AVE & EVERETT ST Cambridge, MA",-71.1165085,42.3798218,"sleet,hail,freezing rain or drizzle","7","Male",6,"Jun",19,"Thursday",5,25,"Summer"
"7789",32322,2014-06-21,2014,"Saturday","Auto","Fixed Object","Massachusetts Ave","Massachusetts Ave & Peabody St Cambridge, MA",-71.1188354,42.3740692,"cloudy","7","Male",6,"Jun",21,"Saturday",7,25,"Summer"
"7790",32323,2014-06-22,2014,"Sunday","Auto","Auto","Cambridge St","1098 Cambridge St Cambridge, MA",-71.0954971,42.3730354,"sleet,hail,freezing rain or drizzle","6","Male",6,"Jun",22,"Sunday",1,25,"Summer"
"7791",32324,2014-06-22,2014,"Sunday","Auto","Auto","Willow St","180- Willow St Cambridge, MA",-71.0914764,42.3740425,"clear","7","Male",6,"Jun",22,"Sunday",1,25,"Summer"
"7792",32325,2014-06-23,2014,"Monday","Auto","Auto","FIRST ST","FIRST ST & HURLEY ST Cambridge, MA",-71.0775604,42.3679085,"cloudy","7","Male",6,"Jun",23,"Monday",2,25,"Summer"
"7793",32326,2014-06-20,2014,"Friday","Auto","Auto","Massachusetts Ave","Massachusetts Ave & GARDEN ST Cambridge, MA",-71.1199188,42.3754883,"cloudy","7","Male",6,"Jun",20,"Friday",6,25,"Summer"
"7794",32327,2014-06-21,2014,"Saturday","Auto","Fixed Object","Brattle St","148 Brattle St Cambridge, MA",-71.1315842,42.3775215,"rain","7","Male",6,"Jun",21,"Saturday",7,25,"Summer"
"7795",32328,2014-06-24,2014,"Tuesday","Auto","Auto","MOUNT AUBURN ST","MOUNT AUBURN ST & Aberdeen Way Cambridge, MA",-71.1458282,42.3752632,"SUNNY","5","Male",6,"Jun",24,"Tuesday",3,25,"Summer"
"7796",32329,2014-06-24,2014,"Tuesday","Auto","Auto","Massachusetts Ave","Massachusetts Ave & Shepard St Cambridge, MA",-71.1197205,42.3818512,"cloudy","7","Male",6,"Jun",24,"Tuesday",3,25,"Summer"
"7797",32330,2014-06-25,2014,"Wednesday","Auto","Auto","Cambridge St","149 Cambridge St Cambridge, MA",-71.0784454,42.3708382,"sleet,hail,freezing rain or drizzle","6","Male",6,"Jun",25,"Wednesday",4,26,"Summer"
"7798",32331,2014-06-25,2014,"Wednesday","Auto","Auto","FIRST ST","FIRST ST & Cambridge St Cambridge, MA",-71.0769348,42.370636,"cloudy","7","Male",6,"Jun",25,"Wednesday",4,26,"Summer"
"7799",32332,2014-06-23,2014,"Monday","Truck","Auto","MAGAZINE ST","MAGAZINE ST & Auburn St Cambridge, MA",-71.1057129,42.363987,"clear","7","Male",6,"Jun",23,"Monday",2,25,"Summer"
"7800",32333,2014-06-28,2014,"Saturday","Taxi","Auto","Belmont St","Belmont St & Cushing St Cambridge, MA",-71.1513138,42.3748627,"sleet,hail,freezing rain or drizzle","7","Male",6,"Jun",28,"Saturday",7,26,"Summer"
"7801",32335,2014-06-24,2014,"Tuesday","Auto","Auto","FIELD ST","FIELD ST & Fern St Cambridge, MA",-71.1379089,42.3871651,"cloudy","7","Male",6,"Jun",24,"Tuesday",3,25,"Summer"
"7802",32336,2014-06-27,2014,"Friday","Auto","Auto","Concord Ave","290 Concord Ave Cambridge, MA",-71.1339111,42.3837547,"clear","7","Male",6,"Jun",27,"Friday",6,26,"Summer"
"7803",32337,2014-06-26,2014,"Thursday","Auto","Pedestrian","GARDEN ST","GARDEN ST & Massachusetts Ave Cambridge, MA",-71.1199188,42.3754883,"cloudy","7","Male",6,"Jun",26,"Thursday",5,26,"Summer"
"7804",32338,2014-06-22,2014,"Sunday","Auto","Parked Vehicle","HANCOCK ST","116 HANCOCK ST Cambridge, MA",-71.107605,42.3694115,"snow","7","Male",6,"Jun",22,"Sunday",1,25,"Summer"
"7805",32339,2014-06-24,2014,"Tuesday","Auto","Bicycle","Massachusetts Ave","Massachusetts Ave & Bay St Cambridge, MA",-71.1102676,42.3689919,"cloudy","7","Male",6,"Jun",24,"Tuesday",3,25,"Summer"
"7806",32340,2014-06-24,2014,"Tuesday","Auto","Bicycle","Bristol St","Bristol St & Webster Ave Cambridge, MA",-71.0928574,42.368309,"sleet,hail,freezing rain or drizzle","7","Male",6,"Jun",24,"Tuesday",3,25,"Summer"
"7807",32342,2014-06-17,2014,"Tuesday","Auto","Auto","PEMBERTON ST","196 PEMBERTON ST Cambridge, MA",-71.1318665,42.3910522,"sleet,hail,freezing rain or drizzle","7","Male",6,"Jun",17,"Tuesday",3,24,"Summer"
"7808",32343,2014-06-18,2014,"Wednesday","Moped","Auto","Walden St","Walden St & FAYERWEATHER ST Cambridge, MA",-71.1327972,42.3850021,"SUNNY","7","Male",6,"Jun",18,"Wednesday",4,25,"Summer"
"7809",32344,2014-06-20,2014,"Friday","Auto","Parked Vehicle","Binney St","Binney St & Second St Cambridge, MA",-71.0798645,42.3653526,"clear","7","Male",6,"Jun",20,"Friday",6,25,"Summer"
"7810",32345,2014-06-20,2014,"Sunday","Auto","Parked Vehicle","FIFTH ST","FIFTH ST & Otis St Cambridge, MA",-71.0833054,42.3707428,"clear","7","Male",6,"Jun",20,"Friday",6,25,"Summer"
"7811",32346,2014-06-26,2014,"Saturday","Auto","Auto","Upland Rd","129 Upland Rd Cambridge, MA",-71.1242447,42.387188,"cloudy","7","Male",6,"Jun",26,"Thursday",5,26,"Summer"
"7812",32347,2014-06-27,2014,"Friday","Auto","Auto","Bristol St","Bristol St & Berkshire St Cambridge, MA",-71.0921326,42.3681068,"SUNNY","7","Male",6,"Jun",27,"Friday",6,26,"Summer"
"7813",32348,2014-06-28,2014,"Monday","Auto","Auto","Massachusetts Ave","Massachusetts Ave & PEARL ST Cambridge, MA",-71.1025696,42.3647118,"clear","7","Male",6,"Jun",28,"Saturday",7,26,"Summer"
"7814",32349,2014-06-28,2014,"Monday","Auto","Auto","Massachusetts Ave","2067 Massachusetts Ave Cambridge, MA",-71.1230392,42.3912659,"sleet,hail,freezing rain or drizzle","7","Male",6,"Jun",28,"Saturday",7,26,"Summer"
"7815",32350,2014-06-29,2014,"Sunday","Auto","Auto","Aberdeen Ct","Aberdeen Ct & Aberdeen Way Cambridge, MA",-71.1470642,42.3767509,"sleet,hail,freezing rain or drizzle","7","Male",6,"Jun",29,"Sunday",1,26,"Summer"
"7816",32351,2014-06-30,2014,"Monday","Auto","Auto","FOSTER ST","FOSTER ST & Willard St Cambridge, MA",-71.128212,42.3755989,"snow","7","Male",6,"Jun",30,"Monday",2,26,"Summer"
"7817",32352,2014-06-30,2014,"Monday","Auto","Pedestrian","JFK St","JFK St & MOUNT AUBURN ST Cambridge, MA",-71.1201477,42.3725662,"rain","7","Male",6,"Jun",30,"Monday",2,26,"Summer"
"7818",32353,2014-06-20,2014,"Sunday","Auto","Auto","FIFTH ST","FIFTH ST & Otis St Cambridge, MA",-71.0833054,42.3707428,"sleet,hail,freezing rain or drizzle","7","Male",6,"Jun",20,"Friday",6,25,"Summer"
"7819",32354,2014-07-01,2014,"Tuesday","Auto","Auto","Third St","Third St & Monsignor OBrien Hwy Cambridge, MA",-71.0794449,42.3724174,"cloudy","7","Male",7,"Jul",1,"Tuesday",3,26,"Summer"
"7820",32355,2014-06-27,2014,"Friday","Truck","Auto","Putnam Ave","Putnam Ave & PLEASANT ST Cambridge, MA",-71.1127777,42.3601303,"SUNNY","7","Male",6,"Jun",27,"Friday",6,26,"Summer"
"7821",32356,2014-06-27,2014,"Friday","Auto","Auto","MAGAZINE ST","MAGAZINE ST & Chestnut St Cambridge, MA",-71.1118774,42.358387,"rain","7","Male",6,"Jun",27,"Friday",6,26,"Summer"
"7822",32357,2014-06-30,2014,"Monday","Auto","Auto","Concord Ave","Concord Ave & MOULTON ST Cambridge, MA",-71.1481171,42.3896141,"cloudy","7","Male",6,"Jun",30,"Monday",2,26,"Summer"
"7823",32358,2014-07-01,2014,"Tuesday","Auto","Auto","Massachusetts Ave","1050 Massachusetts Ave Cambridge, MA",-71.1127853,42.3699722,"rain","7","Male",7,"Jul",1,"Tuesday",3,26,"Summer"
"7824",32359,2014-07-02,2014,"Wednesday","Auto","Auto","LEE ST","55 LEE ST Cambridge, MA",-71.1048584,42.3708038,"SUNNY","7","Male",7,"Jul",2,"Wednesday",4,27,"Summer"
"7825",32361,2014-06-26,2014,"Saturday","Auto","Auto","MAGAZINE ST","MAGAZINE ST & William St Cambridge, MA",-71.1062088,42.3635406,"cloudy","7","Male",6,"Jun",26,"Thursday",5,26,"Summer"
"7826",32362,2014-06-26,2014,"Thursday","Auto","Auto","Massachusetts Ave","2067 Massachusetts Ave Cambridge, MA",-71.1230392,42.3912659,"sleet,hail,freezing rain or drizzle","7","Male",6,"Jun",26,"Thursday",5,26,"Summer"
"7827",32363,2014-06-28,2014,"Saturday","Auto","Pedestrian","Portland St","Portland St & Washington St Cambridge, MA",-71.0931549,42.363884,"SUNNY","7","Male",6,"Jun",28,"Saturday",7,26,"Summer"
"7828",32364,2014-06-28,2014,"Saturday","Auto","Auto","Alewife Brook Pky","233 Alewife Brook Pky Cambridge, MA",-71.1433258,42.3885765,"clear","7","Male",6,"Jun",28,"Saturday",7,26,"Summer"
"7829",32365,2014-06-29,2014,"Sunday","Auto","Auto","JFK St","58 JFK St Cambridge, MA",-71.1208267,42.3717461,"clear","7","Male",6,"Jun",29,"Sunday",1,26,"Summer"
"7830",32367,2014-07-01,2014,"Tuesday","Auto","Auto","White St","53 White St Cambridge, MA",-71.1170273,42.3896217,"SUNNY","7","Male",7,"Jul",1,"Tuesday",3,26,"Summer"
"7831",32368,2014-07-01,2014,"Tuesday","Auto","Auto","SPRING ST","SPRING ST & Third St Cambridge, MA",-71.0803223,42.3689651,"sleet,hail,freezing rain or drizzle","7","Male",7,"Jul",1,"Tuesday",3,26,"Summer"
"7832",32369,2014-07-01,2014,"Tuesday","Auto","Truck","Vassar St","Vassar St & Massachusetts Ave Cambridge, MA",-71.0948792,42.3601532,"sleet,hail,freezing rain or drizzle","7","Male",7,"Jul",1,"Tuesday",3,26,"Summer"
"7833",32370,2014-07-01,2014,"Tuesday","Auto","Auto","Chestnut St","180 Chestnut St Cambridge, MA",-71.1118546,42.3583755,"SUNNY","7","Male",7,"Jul",1,"Tuesday",3,26,"Summer"
"7834",32371,2014-07-01,2014,"Tuesday","Auto","Bicycle","Hampshire St","Hampshire St & Broadway Cambridge, MA",-71.0911102,42.3654366,"rain","7","Male",7,"Jul",1,"Tuesday",3,26,"Summer"
"7835",32372,2014-07-02,2014,"Wednesday","Taxi","Bus (Other)","HOWARD ST","23 HOWARD ST Cambridge, MA",-71.1107407,42.3644905,"cloudy","7","Male",7,"Jul",2,"Wednesday",4,27,"Summer"
"7836",32374,2014-07-02,2014,"Wednesday","Auto","Auto","Norfolk St","99 Norfolk St Cambridge, MA",-71.1003418,42.3665848,"SUNNY","7","Male",7,"Jul",2,"Wednesday",4,27,"Summer"
"7837",32375,2014-07-03,2014,"Thursday","Auto","Auto","FIFTH ST","FIFTH ST & Thorndike St Cambridge, MA",-71.0834656,42.37006,"snow","7","Male",7,"Jul",3,"Thursday",5,27,"Summer"
"7838",32376,2014-07-03,2014,"Thursday","Taxi","Bicycle","Ames St","75 Ames St Cambridge, MA",-71.0874405,42.3639374,"cloudy","7","Male",7,"Jul",3,"Thursday",5,27,"Summer"
"7839",32377,2014-07-03,2014,"Thursday","Auto","Auto","Gore St","Gore St & Third St Cambridge, MA",-71.0796814,42.3717155,"clear","7","Male",7,"Jul",3,"Thursday",5,27,"Summer"
"7840",32378,2014-07-03,2014,"Thursday","Taxi","Bicycle","Broadway","Broadway & Dana St Cambridge, MA",-71.1086197,42.3723183,"sleet,hail,freezing rain or drizzle","7","Male",7,"Jul",3,"Thursday",5,27,"Summer"
"7841",32379,2014-07-03,2014,"Thursday","Auto","Fixed Object","Sixth St","125 Sixth St Cambridge, MA",-71.0858231,42.3672142,"SUNNY","7","Male",7,"Jul",3,"Thursday",5,27,"Summer"
"7842",32380,2014-07-03,2014,"Thursday","Auto","Auto","Cambridge St","1334 Cambridge St Cambridge, MA",-71.0996857,42.3735809,"cloudy","6","Male",7,"Jul",3,"Thursday",5,27,"Summer"
"7843",32381,2014-07-03,2014,"Thursday","Auto","Pedestrian","Cambridge St","Cambridge St & Antrim St Cambridge, MA",-71.1012344,42.3737793,"SUNNY","6","Male",7,"Jul",3,"Thursday",5,27,"Summer"
"7844",32383,2014-07-05,2014,"Saturday","Auto","Auto","PROSPECT ST","PROSPECT ST & Hampshire St Cambridge, MA",-71.0989761,42.3722038,"cloudy","7","Male",7,"Jul",5,"Saturday",7,27,"Summer"
"7845",32384,2014-07-06,2014,"Sunday","Auto","Auto","SHERMAN ST","SHERMAN ST & FENNO ST Cambridge, MA",-71.1302643,42.3851242,"snow","7","Male",7,"Jul",6,"Sunday",1,27,"Summer"
"7846",32385,2014-07-04,2014,"Friday","Auto","Auto","HURON AVE","HURON AVE & Larch Rd Cambridge, MA",-71.1435089,42.380249,"sleet,hail,freezing rain or drizzle","7","Male",7,"Jul",4,"Friday",6,27,"Summer"
"7847",32386,2014-07-08,2014,"Tuesday","Auto","Auto","Wadsworth St","Wadsworth St & MAIN ST Cambridge, MA",-71.0842361,42.3621941,"cloudy","7","Male",7,"Jul",8,"Tuesday",3,27,"Summer"
"7848",32387,2014-07-08,2014,"Tuesday","Auto","Bicycle","Hampshire St","195 Hampshire St Cambridge, MA",-71.0998764,42.3729401,"cloudy","7","Male",7,"Jul",8,"Tuesday",3,27,"Summer"
"7849",32388,2014-07-08,2014,"Tuesday","Auto","Auto","Massachusetts Ave","1945 Massachusetts Ave Cambridge, MA",-71.1202621,42.3896484,"snow","7","Male",7,"Jul",8,"Tuesday",3,27,"Summer"
"7850",32389,2014-07-09,2014,"Wednesday","Truck","Bicycle","Massachusetts Ave","Massachusetts Ave & HARVARD ST Cambridge, MA",-71.1159973,42.3725471,"sleet,hail,freezing rain or drizzle","7","Male",7,"Jul",9,"Wednesday",4,28,"Summer"
"7851",32390,2014-07-08,2014,"Tuesday","Auto","Auto","PACIFIC ST","119 PACIFIC ST Cambridge, MA",-71.1039276,42.3612175,"cloudy","7","Male",7,"Jul",8,"Tuesday",3,27,"Summer"
"7852",32391,2014-07-10,2014,"Thursday","Auto","Parked Vehicle","MAGAZINE ST","55 MAGAZINE ST Cambridge, MA",-71.1073914,42.3624649,"cloudy","7","Male",7,"Jul",10,"Thursday",5,28,"Summer"
"7853",32392,2014-07-10,2014,"Thursday","Auto","Auto","Massachusetts Ave","2500 Massachusetts Ave Cambridge, MA",-71.1324158,42.3991585,"sleet,hail,freezing rain or drizzle","7","Male",7,"Jul",10,"Thursday",5,28,"Summer"
"7854",32393,2014-07-10,2014,"Thursday","Auto","Auto","Cambridge St","Cambridge St & FAYETTE ST Cambridge, MA",-71.1021042,42.3738937,"cloudy","6","Male",7,"Jul",10,"Thursday",5,28,"Summer"
"7855",32394,2014-07-10,2014,"Thursday","Auto","Auto","MOUNT AUBURN ST","625 MOUNT AUBURN ST Cambridge, MA",-71.1467896,42.3751373,"sleet,hail,freezing rain or drizzle","5","Male",7,"Jul",10,"Thursday",5,28,"Summer"
"7856",32395,2014-07-10,2014,"Thursday","Auto","Auto","Cambridge St","Cambridge St & Norfolk St Cambridge, MA",-71.0962372,42.3731346,"clear","6","Male",7,"Jul",10,"Thursday",5,28,"Summer"
"7857",32396,2014-07-10,2014,"Thursday","Auto","Auto","Arrow St","14 Arrow St Cambridge, MA",-71.1151733,42.3713455,"snow","7","Male",7,"Jul",10,"Thursday",5,28,"Summer"
"7858",32398,2014-07-11,2014,"Friday","Auto","Bicycle","MAIN ST","MAIN ST & Broadway Cambridge, MA",-71.0826645,42.362072,"clear","7","Male",7,"Jul",11,"Friday",6,28,"Summer"
"7859",32399,2014-07-11,2014,"Friday","Auto","Fixed Object","Blanchard Rd","55 Blanchard Rd Cambridge, MA",-71.1577072,42.3924141,"sleet,hail,freezing rain or drizzle","7","Male",7,"Jul",11,"Friday",6,28,"Summer"
"7860",32400,2014-07-11,2014,"Friday","Auto","Parked Vehicle","Porter Rd","34 Porter Rd Cambridge, MA",-71.1211319,42.3890152,"SUNNY","7","Male",7,"Jul",11,"Friday",6,28,"Summer"
"7861",32401,2014-07-11,2014,"Friday","Auto","Auto","Warwick Park","Warwick Park & PEMBERTON ST Cambridge, MA",-71.1255493,42.3919792,"snow","7","Male",7,"Jul",11,"Friday",6,28,"Summer"
"7862",32402,2014-07-12,2014,"Saturday","Auto","Bicycle","Broadway","200 Broadway Cambridge, MA",-71.0926666,42.3660316,"sleet,hail,freezing rain or drizzle","7","Male",7,"Jul",12,"Saturday",7,28,"Summer"
"7863",32403,2014-07-13,2014,"Sunday","Auto","Auto","Massachusetts Ave","1143 Massachusetts Ave Cambridge, MA",-71.1143188,42.3711777,"cloudy","7","Male",7,"Jul",13,"Sunday",1,28,"Summer"
"7864",32404,2014-07-14,2014,"Monday","Auto","Bicycle","PROSPECT ST","PROSPECT ST & HARVARD ST Cambridge, MA",-71.1017456,42.3683014,"cloudy","7","Male",7,"Jul",14,"Monday",2,28,"Summer"
"7865",32405,2014-07-13,2014,"Sunday","Auto","Parked Vehicle","MAGAZINE ST","MAGAZINE ST & Chalk St Cambridge, MA",-71.1087189,42.3612595,"SUNNY","7","Male",7,"Jul",13,"Sunday",1,28,"Summer"
"7866",32406,2014-07-14,2014,"Monday","Taxi","Bicycle","Massachusetts Ave","77 Massachusetts Ave Cambridge, MA",-71.0937195,42.3592186,"rain","7","Male",7,"Jul",14,"Monday",2,28,"Summer"
"7867",32407,2014-07-14,2014,"Monday","Auto","Parked Vehicle","Thorndike St","91 Thorndike St Cambridge, MA",-71.0821533,42.3698959,"cloudy","7","Male",7,"Jul",14,"Monday",2,28,"Summer"
"7868",32408,2014-07-03,2014,"Thursday","Auto","Parked Vehicle","MOUNT AUBURN ST","625 MOUNT AUBURN ST Cambridge, MA",-71.1467896,42.3751373,"snow","5","Male",7,"Jul",3,"Thursday",5,27,"Summer"
"7869",32409,2014-07-14,2014,"Monday","Auto","Pedestrian","Concord Ave","Concord Ave & FAWCETT ST Cambridge, MA",-71.1459961,42.3891563,"SUNNY","7","Male",7,"Jul",14,"Monday",2,28,"Summer"
"7870",32410,2014-07-13,2014,"Sunday","Auto","Auto","Massachusetts Ave","Massachusetts Ave & Washburn Ave Cambridge, MA",-71.131958,42.3988228,"sleet,hail,freezing rain or drizzle","7","Male",7,"Jul",13,"Sunday",1,28,"Summer"
"7871",32411,2014-07-15,2014,"Tuesday","Auto","Motorcycle","Albany St","Albany St & Portland St Cambridge, MA",-71.0939789,42.3617287,"cloudy","7","Male",7,"Jul",15,"Tuesday",3,28,"Summer"
"7872",32412,2014-07-15,2014,"Tuesday","Auto","Auto","Hampshire St","Hampshire St & Cambridge St Cambridge, MA",-71.1008377,42.3737297,"rain","7","Male",7,"Jul",15,"Tuesday",3,28,"Summer"
"7873",32413,2014-07-15,2014,"Tuesday","Auto","Auto","Market St","20 Market St Cambridge, MA",-71.0949173,42.3675194,"clear","7","Male",7,"Jul",15,"Tuesday",3,28,"Summer"
"7874",32414,2014-07-15,2014,"Tuesday","Auto","Taxi","Broadway","449 Broadway Cambridge, MA",-71.1111069,42.3733063,"cloudy","7","Male",7,"Jul",15,"Tuesday",3,28,"Summer"
"7875",32415,2014-07-15,2014,"Tuesday","Auto","Auto","Walden St","Walden St & SHERMAN ST Cambridge, MA",-71.1309738,42.3861656,"SUNNY","7","Male",7,"Jul",15,"Tuesday",3,28,"Summer"
"7876",32416,2014-07-16,2014,"Wednesday","Auto","Taxi","Third St","134 Third St Cambridge, MA",-71.0803299,42.3689461,"cloudy","7","Male",7,"Jul",16,"Wednesday",4,29,"Summer"
"7877",32417,2014-07-16,2014,"Wednesday","Auto","Auto","Western Ave","Western Ave & KINNAIRD ST Cambridge, MA",-71.1090088,42.3649025,"cloudy","7","Male",7,"Jul",16,"Wednesday",4,29,"Summer"
"7878",32418,2014-07-16,2014,"Wednesday","Auto","Fixed Object","Albany St","170 Albany St Cambridge, MA",-71.0990372,42.3595009,"clear","7","Male",7,"Jul",16,"Wednesday",4,29,"Summer"
"7879",32419,2014-07-17,2014,"Tuesday","Auto","Auto","Bishop Allen Dr","99 Bishop Allen Dr Cambridge, MA",-71.1023026,42.3658333,"sleet,hail,freezing rain or drizzle","7","Male",7,"Jul",17,"Thursday",5,29,"Summer"
"7880",32420,2014-07-17,2014,"Thursday","Auto","Parked Vehicle","Massachusetts Ave","744 Massachusetts Ave Cambridge, MA",-71.1052856,42.3663406,"rain","7","Male",7,"Jul",17,"Thursday",5,29,"Summer"
"7881",32421,2014-07-17,2014,"Thursday","Auto","Auto","Massachusetts Ave","Massachusetts Ave & Sidney St Cambridge, MA",-71.0995789,42.3629494,"clear","7","Male",7,"Jul",17,"Thursday",5,29,"Summer"
"7882",32422,2014-07-18,2014,"Friday","Auto","Auto","MOUNT AUBURN ST","MOUNT AUBURN ST & JFK St Cambridge, MA",-71.1201477,42.3725662,"sleet,hail,freezing rain or drizzle","5","Male",7,"Jul",18,"Friday",6,29,"Summer"
"7883",32423,2014-07-18,2014,"Friday","Auto","Auto","PLYMOUTH ST","PLYMOUTH ST & Cardinal Medeiros Ave Cambridge, MA",-71.0905991,42.3683739,"snow","7","Male",7,"Jul",18,"Friday",6,29,"Summer"
"7884",32424,2014-07-18,2014,"Friday","Auto","Bicycle","Portland St","Portland St & Hampshire St Cambridge, MA",-71.0917816,42.3662949,"cloudy","7","Male",7,"Jul",18,"Friday",6,29,"Summer"
"7885",32425,2014-07-14,2014,"Monday","Auto","Moped","Cambridge St","Cambridge St & FELTON ST Cambridge, MA",-71.112236,42.3752022,"cloudy","6","Male",7,"Jul",14,"Monday",2,28,"Summer"
"7886",32426,2014-07-18,2014,"Friday","Auto","Auto","Portland St","Portland St & Hampshire St Cambridge, MA",-71.0917816,42.3662949,"cloudy","7","Male",7,"Jul",18,"Friday",6,29,"Summer"
"7887",32427,2014-07-19,2014,"Saturday","Auto","Auto","River St","River St & Franklin St Cambridge, MA",-71.1058044,42.3648911,"SUNNY","7","Male",7,"Jul",19,"Saturday",7,29,"Summer"
"7888",32428,2014-07-19,2014,"Saturday","Auto","Parked Vehicle","Monsignor OBrien Hwy","201 Monsignor OBrien Hwy Cambridge, MA",-71.0790024,42.3721962,"cloudy","7","Male",7,"Jul",19,"Saturday",7,29,"Summer"
"7889",32429,2014-07-09,2014,"Wednesday","Auto","Bicycle","KIRKLAND ST","KIRKLAND ST & MYRTLE AVE Cambridge, MA",-71.1078262,42.3779678,"sleet,hail,freezing rain or drizzle","7","Male",7,"Jul",9,"Wednesday",4,28,"Summer"
"7890",32430,2014-07-10,2014,"Thursday","Auto","Taxi","Massachusetts Ave","Massachusetts Ave & DUNSTER ST Cambridge, MA",-71.1185837,42.373333,"cloudy","7","Male",7,"Jul",10,"Thursday",5,28,"Summer"
"7891",32431,2014-07-21,2014,"Monday","Auto","Auto","JFK St","JFK St & Brattle St Cambridge, MA",-71.1193924,42.3734665,"clear","7","Male",7,"Jul",21,"Monday",2,29,"Summer"
"7892",32432,2014-07-10,2014,"Thursday","Auto","Parked Vehicle","Chestnut St","Chestnut St & Acorn St Cambridge, MA",-71.1095963,42.35709,"rain","7","Male",7,"Jul",10,"Thursday",5,28,"Summer"
"7893",32433,2014-07-13,2014,"Sunday","Auto","Parked Vehicle","Bristol St","20 Bristol St Cambridge, MA",-71.0915909,42.3679314,"SUNNY","7","Male",7,"Jul",13,"Sunday",1,28,"Summer"
"7894",32434,2014-07-14,2014,"Monday","Auto","Parked Vehicle","Rindge Ave","362 Rindge Ave Cambridge, MA",-71.1384354,42.3938904,"cloudy","7","Male",7,"Jul",14,"Monday",2,28,"Summer"
"7895",32435,2014-07-15,2014,"Tuesday","Auto","Auto","Columbia St","Columbia St & Hampshire St Cambridge, MA",-71.0961914,42.369915,"clear","7","Male",7,"Jul",15,"Tuesday",3,28,"Summer"
"7896",32436,2014-07-15,2014,"Tuesday","Auto","Auto","Massachusetts Ave","Massachusetts Ave & Russell St Cambridge, MA",-71.1238861,42.391758,"snow","7","Male",7,"Jul",15,"Tuesday",3,28,"Summer"
"7897",32437,2014-07-15,2014,"Tuesday","Auto","Auto","Massachusetts Ave","Massachusetts Ave & JFK St Cambridge, MA",-71.1193924,42.3734665,"SUNNY","7","Male",7,"Jul",15,"Tuesday",3,28,"Summer"
"7898",32439,2014-07-16,2014,"Wednesday","Auto","Pedestrian","River St","River St & MEMORIAL DR Cambridge, MA",-71.1159592,42.3614616,"cloudy","7","Male",7,"Jul",16,"Wednesday",4,29,"Summer"
"7899",32440,2014-07-17,2014,"Thursday","Auto","Auto","Massachusetts Ave","Massachusetts Ave & HANCOCK ST Cambridge, MA",-71.1087799,42.3683777,"sleet,hail,freezing rain or drizzle","7","Male",7,"Jul",17,"Thursday",5,29,"Summer"
"7900",32441,2014-07-20,2014,"Sunday","Auto","Auto","GARDEN ST","GARDEN ST & Concord Ave Cambridge, MA",-71.1237106,42.3783264,"cloudy","7","Male",7,"Jul",20,"Sunday",1,29,"Summer"
"7901",32442,2014-07-21,2014,"Monday","Auto","Auto","Brattle St","Brattle St & Sparks St Cambridge, MA",-71.1301651,42.3778458,"snow","7","Male",7,"Jul",21,"Monday",2,29,"Summer"
"7902",32443,2014-07-21,2014,"Monday","Auto","Parked Vehicle","Banks St","200 Banks St Cambridge, MA",-71.1147537,42.3661728,"sleet,hail,freezing rain or drizzle","7","Male",7,"Jul",21,"Monday",2,29,"Summer"
"7903",32445,2014-07-22,2014,"Tuesday","Auto","Auto","OXFORD AVE","OXFORD AVE & EVERETT ST Cambridge, MA",-71.1165085,42.3798218,"snow","7","Male",7,"Jul",22,"Tuesday",3,29,"Summer"
"7904",32446,2014-07-22,2014,"Tuesday","Auto","Auto","Hampshire St","Hampshire St & Portland St Cambridge, MA",-71.0917816,42.3662949,"cloudy","7","Male",7,"Jul",22,"Tuesday",3,29,"Summer"
"7905",32447,2014-07-16,2014,"Wednesday","Bicycle","Pedestrian","Western Ave","Western Ave & MEMORIAL DR Cambridge, MA",-71.1160736,42.3643036,"cloudy","7","Male",7,"Jul",16,"Wednesday",4,29,"Summer"
"7906",32448,2014-07-22,2014,"Tuesday","Auto","Auto","Washington Ave","Washington Ave & Portland St Cambridge, MA",-71.0931549,42.363884,"cloudy","7","Male",7,"Jul",22,"Tuesday",3,29,"Summer"
"7907",32449,2014-07-22,2014,"Tuesday","Auto","Auto","Bishop Allen Dr","Bishop Allen Dr & Norfolk St Cambridge, MA",-71.1012878,42.3652306,"clear","7","Male",7,"Jul",22,"Tuesday",3,29,"Summer"
"7908",32450,2014-07-22,2014,"Tuesday","Auto","Auto","Third St","Third St & SPRING ST Cambridge, MA",-71.0803223,42.3689651,"sleet,hail,freezing rain or drizzle","7","Male",7,"Jul",22,"Tuesday",3,29,"Summer"
"7909",32451,2014-06-12,2014,"Thursday","Auto","Bicycle","PROSPECT ST","PROSPECT ST & HARVARD ST Cambridge, MA",-71.1017456,42.3683014,"cloudy","7","Male",6,"Jun",12,"Thursday",5,24,"Summer"
