Crash Number,Date Time,Year,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Weather,Hospitals,Gender
30333,1/30/2012,2012,Monday,Auto,Fixed Object,15,Raymond St,,"15 Raymond St Cambridge, MA",42.383548,-71.124953,cloudy,7,2
30334,1/30/2012,2012,Monday,Auto,Pedestrian,,Cambridge St,Columbia St," Cambridge St & Columbia St Cambridge, MA",42.372912,-71.094512,"sleet,hail,freezing rain or drizzle",6,1
30336,1/30/2012,2012,Monday,Taxi,Auto,,River St,GREEN ST," River St & GREEN ST Cambridge, MA",42.365182,-71.104871,snow,7,2
30337,1/30/2012,2012,Monday,Auto,Auto,,Massachusetts Ave,Church St," Massachusetts Ave & Church St Cambridge, MA",42.374437,-71.118866,cloudy,7,2
30446,1/31/2012,2012,Saturday,Auto,Parked Vehicle,,Massachusetts Ave,Alberta Ter," Massachusetts Ave & Alberta Ter Cambridge, MA",42.397075,-71.129879,cloudy,7,1
30338,1/31/2012,2012,Tuesday,Auto,Parked Vehicle,689,Massachusetts Ave,,"689 Massachusetts Ave Cambridge, MA",42.365977,-71.104356,cloudy,7,1
30479,2/1/2012,2012,Monday,Auto,Auto,,Concord Ave,Bond St," Concord Ave & Bond St Cambridge, MA",42.380394,-71.127504,rain,7,2
30339,2/1/2012,2012,Wednesday,Auto,Auto,1908,Massachusetts Ave,,"1908 Massachusetts Ave Cambridge, MA",42.388889,-71.119872,"sleet,hail,freezing rain or drizzle",7,2
30340,2/1/2012,2012,Wednesday,Auto,Taxi,,JFK St,ELIOT ST," JFK St & ELIOT ST Cambridge, MA",42.371416,-71.121105,SUNNY,7,1
30341,2/1/2012,2012,Wednesday,Taxi,Auto,2,Cambridge Ctr,Broadway,"2 Cambridge Ctr Cambridge, MA",42.372861,-71.09455,"sleet,hail,freezing rain or drizzle",7,1
30342,2/1/2012,2012,Wednesday,Auto,Auto,,Cambridge St,FAYETTE ST," Cambridge St & FAYETTE ST Cambridge, MA",42.373893,-71.102107,cloudy,6,1
30343,2/1/2012,2012,Wednesday,Auto,Parked Vehicle,329,HARVARD ST,,"329 HARVARD ST Cambridge, MA",42.370517,-71.108116,cloudy,7,1
30345,2/1/2012,2012,Wednesday,Auto,Auto,,Concord Ave,SMITH PL," Concord Ave & SMITH PL Cambridge, MA",42.390113,-71.150662,"sleet,hail,freezing rain or drizzle",7,1
30346,2/1/2012,2012,Wednesday,Auto,Parked Vehicle,35,White St,,"35 White St Cambridge, MA",42.388906,-71.119192,"sleet,hail,freezing rain or drizzle",7,1
30379,2/1/2012,2012,Wednesday,Auto,Parked Vehicle,24,Antrim St,,"24 Antrim St Cambridge, MA",42.37091,-71.103279,rain,7,2
30347,2/2/2012,2012,Thursday,Auto,Bicycle,,HURON AVE,RESERVOIR ST," HURON AVE & RESERVOIR ST Cambridge, MA",42.381423,-71.135808,SUNNY,7,2
30348,2/2/2012,2012,Thursday,Auto,Pedestrian,,Hampshire St,Portland St," Hampshire St & Portland St Cambridge, MA",42.366295,-71.091782,"sleet,hail,freezing rain or drizzle",7,1
30349,2/2/2012,2012,Thursday,Auto,Parked Vehicle,5,White St,,"5 White St Cambridge, MA",42.389294,-71.119424,cloudy,7,2
30350,2/2/2012,2012,Thursday,Auto,Auto,,MELLEN ST,Massachusetts Ave," MELLEN ST & Massachusetts Ave Cambridge, MA",42.38084,-71.119825,SUNNY,7,2
30351,2/2/2012,2012,Thursday,Auto,Auto,,Cambridge St,Tremont St," Cambridge St & Tremont St Cambridge, MA",42.37325,-71.09713,cloudy,6,2
30352,2/2/2012,2012,Thursday,Auto,Bicycle,,Massachusetts Ave,Rice St," Massachusetts Ave & Rice St Cambridge, MA",42.395333,-71.127921,cloudy,7,2
30353,2/2/2012,2012,Thursday,Auto,Auto,,Massachusetts Ave,Bay St," Massachusetts Ave & Bay St Cambridge, MA",42.368991,-71.110271,snow,7,1
30365,2/2/2012,2012,Thursday,Auto,Fixed Object,180,Vassar St,STANDISH ST,"180 Vassar St Cambridge, MA",42.357568,-71.100268,cloudy,7,1
30354,2/3/2012,2012,Friday,Auto,Auto,2541,Massachusetts Ave,,"2541 Massachusetts Ave Cambridge, MA",42.369202,-71.110689,cloudy,7,1
30355,2/3/2012,2012,Friday,Auto,Bicycle,287,Broadway,,"287 Broadway Cambridge, MA",42.368469,-71.098563,SUNNY,7,1
30356,2/3/2012,2012,Friday,Auto,Parked Vehicle,102,Aberdeen Way,,"102 Aberdeen Way Cambridge, MA",42.37808,-71.147145,cloudy,7,2
30357,2/3/2012,2012,Friday,Auto,Pedestrian,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,cloudy,7,2
30358,2/3/2012,2012,Friday,Auto,Bicycle,,Hampshire St,Bristol St," Hampshire St & Bristol St Cambridge, MA",42.367952,-71.093803,clear,7,2
30359,2/3/2012,2012,Friday,Auto,Parked Vehicle,71,OXFORD AVE,,"71 OXFORD AVE Cambridge, MA",42.378105,-71.155291,cloudy,7,1
30360,2/3/2012,2012,Friday,Auto,Parked Vehicle,,ESSEX ST,Bishop Allen Dr," ESSEX ST & Bishop Allen Dr Cambridge, MA",42.365853,-71.102331,"sleet,hail,freezing rain or drizzle",7,2
30364,2/3/2012,2012,Friday,Auto,Bicycle,,Cambridge St,SPRINGFIELD ST," Cambridge St & SPRINGFIELD ST Cambridge, MA",42.373689,-71.100529,cloudy,6,2
30362,2/4/2012,2012,Saturday,Auto,Auto,127,SMITH PL,,"127 SMITH PL Cambridge, MA",42.393835,-71.150423,"sleet,hail,freezing rain or drizzle",7,2
30363,2/4/2012,2012,Saturday,Auto,Pedestrian,189,Cambridge St,,"189 Cambridge St Cambridge, MA",42.371015,-71.079067,clear,6,2
30361,2/5/2012,2012,Sunday,Auto,Bicycle,,MOUNT AUBURN ST,Brattle St," MOUNT AUBURN ST & Brattle St Cambridge, MA",42.375282,-71.145695,cloudy,5,2
30366,2/5/2012,2012,Sunday,Auto,Auto,220,Alewife Brook Pky,,"220 Alewife Brook Pky Cambridge, MA",42.388585,-71.143236,SUNNY,7,2
30367,2/6/2012,2012,Monday,Auto,Auto,,GARDEN ST,LINNAEAN ST," GARDEN ST & LINNAEAN ST Cambridge, MA",42.382061,-71.126736,SUNNY,7,1
