Crash Number,Date Time,Year,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Weather,Hospitals,Gender
24676,8/27/2010,2010,Friday,Auto,Parked Vehicle,575,MEMORIAL DR,,"575 MEMORIAL DR Cambridge, MA",42.354228,-71.105316,"sleet,hail,freezing rain or drizzle",7,1
24677,8/27/2010,2010,Friday,Auto,Auto,,FIRST ST,Rogers St," FIRST ST & Rogers St Cambridge, MA",42.365878,-71.078034,rain,7,1
24678,8/27/2010,2010,Friday,Auto,Auto,,Hampshire St,Amory St," Hampshire St & Amory St Cambridge, MA",42.372845,-71.099759,SUNNY,7,2
24679,8/27/2010,2010,Friday,Auto,Bicycle,,Brattle St,MOUNT AUBURN ST," Brattle St & MOUNT AUBURN ST Cambridge, MA",42.375282,-71.145695,snow,7,2
24680,8/27/2010,2010,Friday,Auto,Bicycle,,Broadway,PRESCOTT ST," Broadway & PRESCOTT ST Cambridge, MA",42.374368,-71.113638,"sleet,hail,freezing rain or drizzle",7,1
24721,8/27/2010,2010,Thursday,Auto,Parked Vehicle,35,Willard St,,"35 Willard St Cambridge, MA",42.374907,-71.128488,SUNNY,7,2
24683,8/29/2010,2010,Sunday,Auto,Parked Vehicle,,Walden St,Richdale Ave," Walden St & Richdale Ave Cambridge, MA",42.388942,-71.125,clear,7,1
24684,8/29/2010,2010,Sunday,Auto,Auto,,Binney St,FIRST ST," Binney St & FIRST ST Cambridge, MA",42.365142,-71.078206,clear,7,2
24685,8/29/2010,2010,Sunday,Auto,Auto,,Cambridgepark Pl,Cambridgepark Dr," Cambridgepark Pl & Cambridgepark Dr Cambridge, MA",42.394633,-71.142307,"sleet,hail,freezing rain or drizzle",7,2
24696,8/29/2010,2010,Sunday,Auto,Parked Vehicle,54,Buckingham St,,"54 Buckingham St Cambridge, MA",42.380166,-71.12983,clear,7,1
24686,8/30/2010,2010,Monday,Auto,Parked Vehicle,58,PLEASANT ST,Upton St,"58 PLEASANT ST Cambridge, MA",42.363027,-71.109221,"sleet,hail,freezing rain or drizzle",7,2
24687,8/30/2010,2010,Monday,Taxi,Auto,,HOWARD ST,Western Ave," HOWARD ST & Western Ave Cambridge, MA",42.364749,-71.110774,cloudy,7,1
24688,8/30/2010,2010,Monday,Auto,Bicycle,2000,Massachusetts Ave,,"2000 Massachusetts Ave Cambridge, MA",42.390338,-71.121411,cloudy,7,1
24689,8/30/2010,2010,Monday,Auto,Parked Vehicle,20,HUBBARD AVE,,"20 HUBBARD AVE Cambridge, MA",42.388434,-71.126511,cloudy,7,1
24694,8/30/2010,2010,Monday,Auto,Bicycle,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,"sleet,hail,freezing rain or drizzle",7,1
24697,8/30/2010,2010,Monday,Auto,Auto,,HURON AVE,Larch Rd," HURON AVE & Larch Rd Cambridge, MA",42.38025,-71.14351,rain,7,1
24708,8/30/2010,2010,Monday,Auto,Parked Vehicle,14,Cambridge Ctr,,"14 Cambridge Ctr Cambridge, MA",42.372861,-71.09455,rain,7,2
24690,8/31/2010,2010,Tuesday,Auto,Parked Vehicle,,LEXINGTON AVE,Worthington St," LEXINGTON AVE & Worthington St Cambridge, MA",42.383096,-71.142131,snow,7,2
24691,8/31/2010,2010,Thursday,Motorcycle,Parked Vehicle,381,Walden St,,"381 Walden St Cambridge, MA",42.383575,-71.134534,"sleet,hail,freezing rain or drizzle",7,1
24692,8/31/2010,2010,Tuesday,Auto,Bicycle,,Cambridge St,Ellsworth Ave," Cambridge St & Ellsworth Ave Cambridge, MA",42.374407,-71.106082,cloudy,6,2
24693,8/31/2010,2010,Tuesday,Truck,Fixed Object,,MOUNT AUBURN ST,Putnam Ave," MOUNT AUBURN ST & Putnam Ave Cambridge, MA",42.370091,-71.113336,cloudy,5,2
24698,8/31/2010,2010,Tuesday,Auto,Bicycle,,GARDEN ST,MASON ST," GARDEN ST & MASON ST Cambridge, MA",42.376564,-71.122185,"sleet,hail,freezing rain or drizzle",7,1
24707,8/31/2010,2010,Tuesday,Bus (Other),Parked Vehicle,,DUNSTER ST,MOUNT AUBURN ST," DUNSTER ST & MOUNT AUBURN ST Cambridge, MA",42.372252,-71.119339,rain,7,2
24699,9/1/2010,2010,Wednesday,Auto,Parked Vehicle,118,LEXINGTON AVE,,"118 LEXINGTON AVE Cambridge, MA",42.378924,-71.14081,cloudy,7,1
24700,9/1/2010,2010,Wednesday,Auto,Truck,725,Concord Ave,,"725 Concord Ave Cambridge, MA",42.390474,-71.152218,"sleet,hail,freezing rain or drizzle",7,2
24701,9/1/2010,2010,Wednesday,Truck,Parked Vehicle,,Washington Ave,Norfolk St," Washington Ave & Norfolk St Cambridge, MA",42.366001,-71.100752,cloudy,7,2
24702,9/1/2010,2010,Wednesday,Auto,Truck,1334,Cambridge St,,"1334 Cambridge St Cambridge, MA",42.373493,-71.099759,"sleet,hail,freezing rain or drizzle",6,2
24704,9/1/2010,2010,Wednesday,Auto,Parked Vehicle,291,Windsor St,,"291 Windsor St Cambridge, MA",42.368334,-71.095057,rain,7,2
24705,9/1/2010,2010,Wednesday,Auto,Parked Vehicle,11,JFK St,,"11 JFK St Cambridge, MA",42.37303,-71.119896,cloudy,7,2
24711,9/1/2010,2010,Wednesday,Auto,Parked Vehicle,,HEWS ST,Callender St," HEWS ST & Callender St Cambridge, MA",42.365456,-71.112864,cloudy,7,1
24848,9/1/2010,2010,Wednesday,Auto,Auto,246,Blanchard Rd,,"246 Blanchard Rd Cambridge, MA",42.39237,-71.157898,SUNNY,7,1
24706,9/2/2010,2010,Thursday,Auto,Auto,22,MOUNT AUBURN ST,,"22 MOUNT AUBURN ST Cambridge, MA",42.370591,-71.115056,"sleet,hail,freezing rain or drizzle",5,1
24713,9/2/2010,2010,Thursday,Auto,Parked Vehicle,8,DUDLEY ST,,"8 DUDLEY ST Cambridge, MA",42.396322,-71.129657,cloudy,7,2
24714,9/2/2010,2010,Thursday,Auto,Auto,,GARDEN ST,Walden St," GARDEN ST & Walden St Cambridge, MA",42.385523,-71.132217,"sleet,hail,freezing rain or drizzle",7,2
24715,9/2/2010,2010,Thursday,Auto,Parked Vehicle,364,Rindge Ave,,"364 Rindge Ave Cambridge, MA",42.393088,-71.138992,snow,7,1
24716,9/3/2010,2010,Friday,Auto,Auto,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,cloudy,7,2
24717,9/3/2010,2010,Friday,Auto,Bicycle,1033,Massachusetts Ave,,"1033 Massachusetts Ave Cambridge, MA",42.369697,-71.11193,SUNNY,7,1
24718,9/3/2010,2010,Friday,Auto,Auto,,MAIN ST,Windsor St," MAIN ST & Windsor St Cambridge, MA",42.363207,-71.0967,SUNNY,7,1
24719,9/4/2010,2010,Saturday,Auto,Parked Vehicle,,Cambridge St,MAPLE AVE," Cambridge St & MAPLE AVE Cambridge, MA",42.374063,-71.103412,"sleet,hail,freezing rain or drizzle",6,1
24720,9/4/2010,2010,Saturday,Auto,Bicycle,34,KINNAIRD ST,,"34 KINNAIRD ST Cambridge, MA",42.365688,-71.109017,"sleet,hail,freezing rain or drizzle",7,1
24722,9/4/2010,2010,Saturday,Pedestrian,Bicycle,581,Massachusetts Ave,,"581 Massachusetts Ave Cambridge, MA",42.365007,-71.102735,cloudy,7,2
24723,9/4/2010,2010,Saturday,Auto,Parked Vehicle,730,MEMORIAL DR,,"730 MEMORIAL DR Cambridge, MA",42.357376,-71.114492,"sleet,hail,freezing rain or drizzle",7,2
24772,9/4/2010,2010,Saturday,Auto,Pedestrian,,Cambridge St,Warren St," Cambridge St & Warren St Cambridge, MA",42.372102,-71.088276,"sleet,hail,freezing rain or drizzle",6,1
24724,9/6/2010,2010,Monday,Auto,Parked Vehicle,,HARVARD ST,DAVIS ST," HARVARD ST & DAVIS ST Cambridge, MA",42.365151,-71.093297,"sleet,hail,freezing rain or drizzle",7,1
24725,9/6/2010,2010,Monday,Auto,Pedestrian,20,University Rd,,"20 University Rd Cambridge, MA",42.372339,-71.123731,snow,7,2
24726,9/6/2010,2010,Monday,Auto,Pedestrian,1193,Cambridge St,,"1193 Cambridge St Cambridge, MA",42.373355,-71.097192,SUNNY,6,2
24727,9/6/2010,2010,Monday,Taxi,Auto,,Brookline St,HENRY ST," Brookline St & HENRY ST Cambridge, MA",42.355903,-71.109578,snow,7,1
24766,9/6/2010,2010,Monday,Auto,Parked Vehicle,730,MEMORIAL DR,,"730 MEMORIAL DR Cambridge, MA",42.357376,-71.114492,cloudy,7,2
24728,9/7/2010,2010,Tuesday,Auto,Auto,,Temple St,Massachusetts Ave," Temple St & Massachusetts Ave Cambridge, MA",42.365973,-71.104675,rain,7,1
24729,9/8/2010,2010,Wednesday,Truck,Auto,,Norfolk St,Hampshire St," Norfolk St & Hampshire St Cambridge, MA",42.371015,-71.09753,SUNNY,7,1
24730,9/8/2010,2010,Wednesday,Auto,Auto,,SHERMAN ST,Walden Square Rd," SHERMAN ST & Walden Square Rd Cambridge, MA",42.389275,-71.132655,rain,7,1
24731,9/8/2010,2010,Wednesday,Auto,Motorcycle,,Broadway,Ellsworth Ave," Broadway & Ellsworth Ave Cambridge, MA",42.372074,-71.107998,SUNNY,7,2
24732,9/8/2010,2010,Wednesday,Auto,Bicycle,,Massachusetts Ave,Sidney St," Massachusetts Ave & Sidney St Cambridge, MA",42.36295,-71.09958,cloudy,7,1
24733,9/8/2010,2010,Wednesday,Auto,Bicycle,,Cambridge St,QUINCY ST," Cambridge St & QUINCY ST Cambridge, MA",42.375474,-71.114321,SUNNY,6,2
24736,9/8/2010,2010,Wednesday,Auto,Parked Vehicle,106,PEARL ST,,"106 PEARL ST Cambridge, MA",42.362139,-71.105264,cloudy,7,2
24742,9/8/2010,2010,Wednesday,Auto,Auto,,Massachusetts Ave,GLADSTONE ST," Massachusetts Ave & GLADSTONE ST Cambridge, MA",42.40053,-71.135127,clear,7,2
24737,9/9/2010,2010,Thursday,Auto,Parked Vehicle,775,MEMORIAL DR,,"775 MEMORIAL DR Cambridge, MA",42.35844,-71.115585,"sleet,hail,freezing rain or drizzle",7,1
24738,9/9/2010,2010,Thursday,Auto,Parked Vehicle,325,HARVARD ST,,"325 HARVARD ST Cambridge, MA",42.370454,-71.107818,cloudy,7,2
24739,9/9/2010,2010,Thursday,Auto,Auto,,Broadway,Tremont St," Broadway & Tremont St Cambridge, MA",42.368894,-71.099952,"sleet,hail,freezing rain or drizzle",7,1
24740,9/9/2010,2010,Thursday,Auto,Auto,730,MEMORIAL DR,,"730 MEMORIAL DR Cambridge, MA",42.357376,-71.114492,snow,7,1
24741,9/9/2010,2010,Thursday,Auto,Parked Vehicle,730,MEMORIAL DR,,"730 MEMORIAL DR Cambridge, MA",42.357376,-71.114492,rain,7,2
24758,9/9/2010,2010,Thursday,Auto,Fixed Object,,Massachusetts Ave,Chauncy St," Massachusetts Ave & Chauncy St Cambridge, MA",42.379972,-71.119945,snow,7,1
24928,9/9/2010,2010,Saturday,Auto,Fixed Object,,Massachusetts Ave,Chauncy St," Massachusetts Ave & Chauncy St Cambridge, MA",42.379972,-71.119945,"sleet,hail,freezing rain or drizzle",7,2
24743,9/10/2010,2010,Friday,Auto,Auto,,Inman St,Bishop Allen Dr," Inman St & Bishop Allen Dr Cambridge, MA",42.367335,-71.104827,"sleet,hail,freezing rain or drizzle",7,1
24744,9/11/2010,2010,Saturday,Auto,Pedestrian,9,Linden St,,"9 Linden St Cambridge, MA",42.372365,-71.117433,cloudy,7,1
24745,9/11/2010,2010,Saturday,Auto,Auto,306,HURON AVE,,"306 HURON AVE Cambridge, MA",42.381201,-71.136403,snow,7,2
24746,9/11/2010,2010,Saturday,Auto,Auto,,MAGAZINE ST,William St," MAGAZINE ST & William St Cambridge, MA",42.363542,-71.106209,cloudy,7,2
24747,9/12/2010,2010,Sunday,Auto,Bicycle,,Massachusetts Ave,SMART ST," Massachusetts Ave & SMART ST Cambridge, MA",42.361114,-71.09657,SUNNY,7,1
24748,9/12/2010,2010,Sunday,Taxi,Auto,,Vassar St,MAIN ST," Vassar St & MAIN ST Cambridge, MA",42.362709,-71.089933,rain,7,2
24749,9/12/2010,2010,Sunday,Auto,Truck,1426,Massachusetts Ave,,"1426 Massachusetts Ave Cambridge, MA",42.37395,-71.11916,rain,7,1
24750,9/12/2010,2010,,Auto,Auto,79,JFK St,,"79 JFK St Cambridge, MA",42.371403,-71.121389,SUNNY,7,1
24752,9/13/2010,2010,Monday,Auto,Auto,1,Broadway,Third St,"1 Broadway Cambridge, MA",42.36273,-71.084014,clear,7,2
24753,9/13/2010,2010,Monday,Auto,Auto,,HARVARD ST,Dana St," HARVARD ST & Dana St Cambridge, MA",42.370808,-71.109623,clear,7,2
24754,9/13/2010,2010,Monday,Bus (Other),Bicycle,,Broadway,PRESCOTT ST," Broadway & PRESCOTT ST Cambridge, MA",42.374368,-71.113638,SUNNY,7,1
24755,9/13/2010,2010,Monday,Auto,Pedestrian,55,Broadway,,"55 Broadway Cambridge, MA",42.363846,-71.085722,cloudy,7,2
24756,9/13/2010,2010,Monday,Auto,Auto,,Evereteze Way,Windsor St," Evereteze Way & Windsor St Cambridge, MA",42.373779,-71.092958,"sleet,hail,freezing rain or drizzle",7,1
24757,9/13/2010,2010,Monday,Auto,Auto,,Massachusetts Ave,Amherst St," Massachusetts Ave & Amherst St Cambridge, MA",42.358188,-71.093089,SUNNY,7,1
24765,9/13/2010,2010,Monday,Auto,Miscellaneous,243,Hampshire St,Cambridge St,"243 Hampshire St Cambridge, MA",42.374102,-71.10111,SUNNY,7,1
24761,9/14/2010,2010,Tuesday,Auto,Parked Vehicle,100,Cambridgeside Pl,,"100 Cambridgeside Pl Cambridge, MA",42.369137,-71.077148,cloudy,7,2
24762,9/14/2010,2010,Tuesday,Auto,Bicycle,,SOMERVILLE AVE,Massachusetts Ave," SOMERVILLE AVE & Massachusetts Ave Cambridge, MA",42.388965,-71.119695,rain,#N/A,2
24763,9/14/2010,2010,Tuesday,Auto,Auto,343,Western Ave,Putnam Ave,"343 Western Ave Cambridge, MA",42.364558,-71.114088,snow,7,2
24764,9/14/2010,2010,Tuesday,Auto,Auto,29,OXFORD AVE,,"29 OXFORD AVE Cambridge, MA",42.376749,-71.156081,rain,7,1
24870,9/14/2010,2010,,Auto,Parked Vehicle,375,Western Ave,,"375 Western Ave Cambridge, MA",42.364516,-71.114744,SUNNY,7,1
24767,9/15/2010,2010,Wednesday,Auto,Auto,,Massachusetts Ave,PLEASANT ST," Massachusetts Ave & PLEASANT ST Cambridge, MA",42.366408,-71.105392,rain,7,1
24768,9/15/2010,2010,Wednesday,Auto,Bicycle,738,Massachusetts Ave,,"738 Massachusetts Ave Cambridge, MA",42.366063,-71.105159,"sleet,hail,freezing rain or drizzle",7,2
24769,9/15/2010,2010,Wednesday,Auto,Auto,,Third St,Gore St," Third St & Gore St Cambridge, MA",42.371717,-71.079685,"sleet,hail,freezing rain or drizzle",7,1
24770,9/16/2010,2010,Thursday,Bicycle,Bicycle,120,Hampshire St,,"120 Hampshire St Cambridge, MA",42.370024,-71.096542,"sleet,hail,freezing rain or drizzle",7,1
24771,9/16/2010,2010,Thursday,Auto,Auto,,Walden St,Richdale Ave," Walden St & Richdale Ave Cambridge, MA",42.388942,-71.125,SUNNY,7,2
24775,9/16/2010,2010,Thursday,Auto,Auto,,MAIN ST,MEMORIAL DR," MAIN ST & MEMORIAL DR Cambridge, MA",42.361852,-71.079768,SUNNY,7,2
24776,9/16/2010,2010,Thursday,Auto,Parked Vehicle,,Sidney St,HENRY ST," Sidney St & HENRY ST Cambridge, MA",42.355227,-71.108214,"sleet,hail,freezing rain or drizzle",7,1
24777,9/16/2010,2010,Thursday,Auto,Auto,,Binney St,Sixth St," Binney St & Sixth St Cambridge, MA",42.366151,-71.086075,snow,7,2
24778,9/16/2010,2010,Thursday,Auto,Parked Vehicle,,Evereteze Way,Cambridge St," Evereteze Way & Cambridge St Cambridge, MA",42.372648,-71.092504,cloudy,7,2
24779,9/16/2010,2010,Thursday,Auto,Parked Vehicle,,Walden St,Concord Ave," Walden St & Concord Ave Cambridge, MA",42.383833,-71.134089,rain,7,2
24780,9/16/2010,2010,Thursday,Auto,Bicycle,,Massachusetts Ave,ROSELAND ST," Massachusetts Ave & ROSELAND ST Cambridge, MA",42.386821,-71.119182,cloudy,7,2
24786,9/16/2010,2010,Thursday,Auto,Parked Vehicle,100,Cambridgeside Pl,,"100 Cambridgeside Pl Cambridge, MA",42.369137,-71.077148,cloudy,7,2
24781,9/17/2010,2010,Friday,Auto,Auto,,River St,Putnam Ave," River St & Putnam Ave Cambridge, MA",42.362257,-71.113547,"sleet,hail,freezing rain or drizzle",7,1
24787,9/17/2010,2010,Friday,Auto,Auto,10,JFK St,Brattle St,"10 JFK St Cambridge, MA",42.373241,-71.119577,clear,7,2
24788,9/17/2010,2010,Friday,Auto,Miscellaneous,372,Western Ave,,"372 Western Ave Cambridge, MA",42.364466,-71.114747,cloudy,7,2
24789,9/17/2010,2010,Friday,Auto,Bicycle,,Massachusetts Ave,LINNAEAN ST," Massachusetts Ave & LINNAEAN ST Cambridge, MA",42.384872,-71.119394,cloudy,7,2
24790,9/17/2010,2010,Friday,Auto,Bicycle,,Massachusetts Ave,EVERETT ST," Massachusetts Ave & EVERETT ST Cambridge, MA",42.380006,-71.119917,cloudy,7,2
24815,9/17/2010,2010,Friday,Auto,Parked Vehicle,264,Putnam Ave,,"264 Putnam Ave Cambridge, MA",42.362721,-71.113499,clear,7,1
24832,9/17/2010,2010,Friday,Auto,Parked Vehicle,1,Porter Sq,,"1 Porter Sq Cambridge, MA",42.388578,-71.118688,snow,7,2
24782,9/18/2010,2010,Saturday,Auto,Auto,,PROSPECT ST,Broadway," PROSPECT ST & Broadway Cambridge, MA",42.369317,-71.101021,cloudy,7,2
24783,9/18/2010,2010,Saturday,Auto,Auto,,MOUNT AUBURN ST,HAWTHORNE ST," MOUNT AUBURN ST & HAWTHORNE ST Cambridge, MA",42.386721,-71.14101,snow,5,2
24791,9/18/2010,2010,Saturday,Auto,Auto,55,Bishop Allen Dr,,"55 Bishop Allen Dr Cambridge, MA",42.364857,-71.100491,rain,7,1
24849,9/18/2010,2010,Saturday,Auto,Bicycle,,Cambridge St,Windsor St," Cambridge St & Windsor St Cambridge, MA",42.37275,-71.093288,SUNNY,6,1
24784,9/19/2010,2010,Sunday,Auto,Parked Vehicle,,Bishop Allen Dr,Norfolk St," Bishop Allen Dr & Norfolk St Cambridge, MA",42.365231,-71.101285,cloudy,7,1
24792,9/19/2010,2010,Sunday,Auto,Taxi,1426,Massachusetts Ave,,"1426 Massachusetts Ave Cambridge, MA",42.37395,-71.11916,SUNNY,7,2
24793,9/19/2010,2010,Sunday,Auto,Fixed Object,1,Bennett St,,"1 Bennett St Cambridge, MA",42.371983,-71.12251,snow,7,1
24794,9/20/2010,2010,Monday,Auto,Bicycle,459,Broadway,,"459 Broadway Cambridge, MA",42.374336,-71.111559,SUNNY,7,1
24795,9/20/2010,2010,Monday,Auto,Bicycle,,Broadway,Ware St," Broadway & Ware St Cambridge, MA",42.373833,-71.112444,"sleet,hail,freezing rain or drizzle",7,1
24796,9/20/2010,2010,Monday,Auto,Auto,127,Massachusetts Ave,Vassar St,"127 Massachusetts Ave Cambridge, MA",42.360291,-71.094044,"sleet,hail,freezing rain or drizzle",7,1
24797,9/20/2010,2010,Monday,Auto,Auto,,HURON AVE,FRESH POND PKY," HURON AVE & FRESH POND PKY Cambridge, MA",42.378688,-71.147303,SUNNY,7,1
24798,9/20/2010,2010,Monday,Auto,Parked Vehicle,173,Concord Ave,,"173 Concord Ave Cambridge, MA",42.382157,-71.130365,cloudy,7,2
24799,9/21/2010,2010,Tuesday,Auto,Auto,,MAGAZINE ST,Auburn St," MAGAZINE ST & Auburn St Cambridge, MA",42.363987,-71.105712,"sleet,hail,freezing rain or drizzle",7,1
24800,9/21/2010,2010,Tuesday,Auto,Bicycle,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,"sleet,hail,freezing rain or drizzle",7,2
24801,9/21/2010,2010,Tuesday,Auto,Auto,321,Broadway,,"321 Broadway Cambridge, MA",42.369646,-71.101147,cloudy,7,1
24802,9/21/2010,2010,Tuesday,Auto,Auto,,Concord Ave,SMITH PL," Concord Ave & SMITH PL Cambridge, MA",42.390113,-71.150662,snow,7,2
24843,9/21/2010,2010,Tuesday,Auto,Auto,725,Concord Ave,,"725 Concord Ave Cambridge, MA",42.390474,-71.152218,SUNNY,7,2
24803,9/22/2010,2010,Wednesday,Auto,Auto,,Broadway,PROSPECT ST," Broadway & PROSPECT ST Cambridge, MA",42.369317,-71.101021,"sleet,hail,freezing rain or drizzle",7,1
24804,9/22/2010,2010,Wednesday,Auto,Parked Vehicle,,ELM ST,LINCOLN ST," ELM ST & LINCOLN ST Cambridge, MA",42.371664,-71.096164,cloudy,7,1
24805,9/22/2010,2010,Wednesday,Auto,Parked Vehicle,,Massachusetts Ave,LINNAEAN ST," Massachusetts Ave & LINNAEAN ST Cambridge, MA",42.384872,-71.119394,"sleet,hail,freezing rain or drizzle",7,2
24806,9/22/2010,2010,Wednesday,Auto,Auto,,HOLYOKE ST,Massachusetts Ave," HOLYOKE ST & Massachusetts Ave Cambridge, MA",42.373105,-71.117895,rain,7,1
24807,9/22/2010,2010,Wednesday,Auto,Auto,92,River St,,"92 River St Cambridge, MA",42.364123,-71.107784,cloudy,7,2
24816,9/22/2010,2010,Wednesday,Auto,Auto,,Clay St,DUDLEY ST," Clay St & DUDLEY ST Cambridge, MA",42.395723,-71.134229,snow,7,1
24871,9/22/2010,2010,Wednesday,Auto,Parked Vehicle,62,Richdale Ave,,"62 Richdale Ave Cambridge, MA",42.388461,-71.123217,cloudy,7,1
24808,9/23/2010,2010,Thursday,Auto,Bicycle,,QUINCY ST,Cambridge St," QUINCY ST & Cambridge St Cambridge, MA",42.375474,-71.114321,cloudy,7,1
24809,9/23/2010,2010,Thursday,Auto,Bicycle,,JFK St,ELIOT ST," JFK St & ELIOT ST Cambridge, MA",42.371416,-71.121105,SUNNY,7,1
24810,9/23/2010,2010,Thursday,Auto,Pedestrian,,Massachusetts Ave,Hadley St," Massachusetts Ave & Hadley St Cambridge, MA",42.391158,-71.122802,cloudy,7,1
24811,9/23/2010,2010,Thursday,Auto,Pedestrian,,KINNAIRD ST,HANCOCK ST," KINNAIRD ST & HANCOCK ST Cambridge, MA",42.366803,-71.110418,rain,7,1
24812,9/23/2010,2010,Thursday,Auto,Bicycle,,PROSPECT ST,Hampshire St," PROSPECT ST & Hampshire St Cambridge, MA",42.372202,-71.098975,"sleet,hail,freezing rain or drizzle",7,1
24813,9/23/2010,2010,Thursday,Auto,Parked Vehicle,178,Richdale Ave,,"178 Richdale Ave Cambridge, MA",42.389258,-71.127719,snow,7,2
24817,9/24/2010,2010,Friday,Auto,Bicycle,,Hampshire St,Webster Ave," Hampshire St & Webster Ave Cambridge, MA",42.366778,-71.092369,cloudy,7,1
24819,9/24/2010,2010,Friday,Auto,Auto,,HARVARD ST,Massachusetts Ave," HARVARD ST & Massachusetts Ave Cambridge, MA",42.372546,-71.115999,rain,7,1
24820,9/24/2010,2010,Friday,Auto,Bicycle,,MOUNT AUBURN ST,Dewolfe St," MOUNT AUBURN ST & Dewolfe St Cambridge, MA",42.371077,-71.116118,SUNNY,5,1
24821,9/24/2010,2010,Friday,Auto,Bicycle,686,Cambridge St,,"686 Cambridge St Cambridge, MA",42.371962,-71.087955,cloudy,6,2
24822,9/24/2010,2010,Friday,Auto,Auto,,Putnam Ave,PLEASANT ST," Putnam Ave & PLEASANT ST Cambridge, MA",42.360131,-71.112777,snow,7,1
24823,9/24/2010,2010,Friday,Auto,Parked Vehicle,,Porter Rd,Massachusetts Ave," Porter Rd & Massachusetts Ave Cambridge, MA",42.390041,-71.120685,"sleet,hail,freezing rain or drizzle",7,1
24824,9/24/2010,2010,Friday,Auto,Parked Vehicle,247,PEARL ST,,"247 PEARL ST Cambridge, MA",42.358745,-71.109221,cloudy,7,1
24829,9/24/2010,2010,Friday,Auto,Auto,,HURON AVE,FAYERWEATHER ST," HURON AVE & FAYERWEATHER ST Cambridge, MA",42.381305,-71.137337,clear,7,1
24825,9/25/2010,2010,Saturday,Auto,Fixed Object,,GARDEN ST,HURON AVE," GARDEN ST & HURON AVE Cambridge, MA",42.383868,-71.129312,cloudy,7,1
24826,9/25/2010,2010,Saturday,Truck,Parked Vehicle,,York St,HAMLIN ST," York St & HAMLIN ST Cambridge, MA",42.36977,-71.092563,"sleet,hail,freezing rain or drizzle",7,1
24841,9/25/2010,2010,Saturday,Auto,Parked Vehicle,,DUNSTER ST,MOUNT AUBURN ST," DUNSTER ST & MOUNT AUBURN ST Cambridge, MA",42.372252,-71.119339,SUNNY,7,1
24827,9/26/2010,2010,Sunday,Auto,Auto,1868,Massachusetts Ave,,"1868 Massachusetts Ave Cambridge, MA",42.388075,-71.119574,"sleet,hail,freezing rain or drizzle",7,1
24828,9/27/2010,2010,Monday,Auto,Fixed Object,71,Sparks St,,"71 Sparks St Cambridge, MA",42.37953,-71.131283,cloudy,7,1
24830,9/27/2010,2010,Monday,Bus (Other),Fixed Object,,Concord Ave,Walden St," Concord Ave & Walden St Cambridge, MA",42.383833,-71.134089,rain,7,1
24844,9/27/2010,2010,Monday,Auto,Parked Vehicle,97,SCHOOL ST,,"97 SCHOOL ST Cambridge, MA",42.364042,-71.098659,clear,7,1
24868,9/27/2010,2010,,Auto,Auto,189,Cambridge St,,"189 Cambridge St Cambridge, MA",42.371015,-71.079067,SUNNY,6,1
24833,9/28/2010,2010,Tuesday,Auto,Auto,,Massachusetts Ave,Norfolk St," Massachusetts Ave & Norfolk St Cambridge, MA",42.364424,-71.102083,rain,7,1
24834,9/28/2010,2010,Tuesday,Auto,Auto,,Massachusetts Ave,Norfolk St," Massachusetts Ave & Norfolk St Cambridge, MA",42.364424,-71.102083,"sleet,hail,freezing rain or drizzle",7,2
24835,9/28/2010,2010,Tuesday,Truck,Truck,,Massachusetts Ave,JARVIS ST," Massachusetts Ave & JARVIS ST Cambridge, MA",42.378976,-71.120054,cloudy,7,2
24836,9/28/2010,2010,Tuesday,Auto,Auto,,Western Ave,MEMORIAL DR," Western Ave & MEMORIAL DR Cambridge, MA",42.364302,-71.116072,cloudy,7,1
24837,9/28/2010,2010,Tuesday,Auto,Taxi,,Albany St,Portland St," Albany St & Portland St Cambridge, MA",42.36173,-71.093982,cloudy,7,1
24838,9/28/2010,2010,Tuesday,Auto,Parked Vehicle,5,Sacramento St,,"5 Sacramento St Cambridge, MA",42.3827,-71.118803,rain,7,2
24839,9/28/2010,2010,Tuesday,Auto,Auto,60,Bishop Allen Dr,,"60 Bishop Allen Dr Cambridge, MA",42.364829,-71.100799,rain,7,1
24840,9/28/2010,2010,Tuesday,Auto,Auto,,Massachusetts Ave,SOMERVILLE AVE," Massachusetts Ave & SOMERVILLE AVE Cambridge, MA",42.388965,-71.119695,"sleet,hail,freezing rain or drizzle",7,2
24845,9/28/2010,2010,Tuesday,Auto,Parked Vehicle,9-May,Sacramento St,,"5-9 Sacramento St Cambridge, MA",42.383132,-71.117825,SUNNY,7,2
24842,9/29/2010,2010,Wednesday,Auto,Moped,,MOUNT AUBURN ST,Aberdeen Way," MOUNT AUBURN ST & Aberdeen Way Cambridge, MA",42.375274,-71.145841,SUNNY,5,1
24846,9/30/2010,2010,Wednesday,Auto,Parked Vehicle,1695,Massachusetts Ave,,"1695 Massachusetts Ave Cambridge, MA",42.382933,-71.119417,SUNNY,7,1
